Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,renda_mitjana,renda_mediana
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,30270.272727272728,31998
2021,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,26432.333333333332,27288.5
2021,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,27285.451612903227,26513
2021,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,22579.263157894737,22069
2021,6,Gràcia,28,Vallcarca i els Penitents,20328.454545454544,19814
2021,6,Gràcia,29,el Coll,16016.8,15734
2021,6,Gràcia,30,la Salut,19761.2,19314
2021,6,Gràcia,31,la Vila de Gràcia,18539.666666666668,18200
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,19472.76,19455
2021,7,Horta-Guinardó,33,el Baix Guinardó,17091.473684210527,16744
2021,7,Horta-Guinardó,34,Can Baró,15959.57142857143,15971
2021,7,Horta-Guinardó,35,el Guinardó,16549.6,16592
2021,7,Horta-Guinardó,36,la Font d'en Fargues,19609.14285714286,18559
2021,7,Horta-Guinardó,37,el Carmel,12389.09090909091,12299.5
2021,7,Horta-Guinardó,38,la Teixonera,13486.75,13452
2021,7,Horta-Guinardó,39,Sant Genís dels Agudells,14245.4,14228
2021,7,Horta-Guinardó,40,Montbau,15805.25,15626.5
2021,7,Horta-Guinardó,41,la Vall d'Hebron,17850,17811
2021,7,Horta-Guinardó,42,la Clota,15605,15605
2021,7,Horta-Guinardó,43,Horta,16341.904761904761,16462
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,15512.421052631578,15386
2021,8,Nou Barris,45,Porta,13601.333333333334,13845.5
2021,8,Nou Barris,46,el Turó de la Peira,11793.9,11606.5
2021,8,Nou Barris,47,Can Peguera,10852,10852
2021,8,Nou Barris,48,la Guineueta,15491.272727272728,15399
2021,8,Nou Barris,49,Canyelles,14942.4,15154
2021,8,Nou Barris,50,les Roquetes,10658.7,10346
2021,8,Nou Barris,51,Verdun,11444.75,11421.5
2021,8,Nou Barris,52,la Prosperitat,12873.7,12843
2021,8,Nou Barris,53,la Trinitat Nova,10268.6,10546
2021,8,Nou Barris,54,Torre Baró,9813.5,9813.5
2021,8,Nou Barris,55,Ciutat Meridiana,8921.5,8968.5
2021,8,Nou Barris,56,Vallbona,10132,10132
2021,9,Sant Andreu,57,la Trinitat Vella,10208.8,9676
2021,9,Sant Andreu,58,Baró de Viver,10154.5,10154.5
2021,9,Sant Andreu,59,el Bon Pastor,12811.57142857143,11139
2021,9,Sant Andreu,60,Sant Andreu,17034.5641025641,17492
2021,9,Sant Andreu,61,la Sagrera,15848.55,16034.5
2021,9,Sant Andreu,62,el Congrés i els Indians,15852.666666666666,15977
2021,9,Sant Andreu,63,Navas,16266.307692307691,16484
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,16640.76,16447
2021,10,Sant Martí,65,el Clot,16643.41176470588,16619
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,17586.555555555555,18334
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,23560,23591
2021,10,Sant Martí,68,el Poblenou,17531.65,17764.5
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,18755.714285714286,18981
2021,10,Sant Martí,70,el Besòs i el Maresme,11355.692307692309,10406
2021,10,Sant Martí,71,Provençals del Poblenou,15427.5,14706
2021,10,Sant Martí,72,Sant Martí de Provençals,14948.166666666666,14261.5
2021,10,Sant Martí,73,la Verneda i la Pau,13869.285714285714,13701
2022,1,Ciutat Vella,1,el Raval,11045.714285714286,10830
2022,1,Ciutat Vella,2,el Barri Gòtic,14032.444444444445,13737
2022,1,Ciutat Vella,3,la Barceloneta,14063.454545454546,14080
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",15395.615384615385,14758
2022,2,L'Eixample,5,el Fort Pienc,19193.3,19495
2022,2,L'Eixample,6,la Sagrada Família,18661.08823529412,18519
2022,2,L'Eixample,7,la Dreta de l'Eixample,23913.241379310344,23724
2022,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,22555.19230769231,22582.5
2022,2,L'Eixample,9,la Nova Esquerra de l'Eixample,20893.1,20539
2022,2,L'Eixample,10,Sant Antoni,18695.666666666668,18814
2022,3,Sants-Montjuïc,11,el Poble-sec,14375.791666666666,14259.5
2022,3,Sants-Montjuïc,12,la Marina del Prat Vermell,12529,12529
2022,3,Sants-Montjuïc,13,la Marina de Port,14265.235294117647,14441
2022,3,Sants-Montjuïc,14,la Font de la Guatlla,17320.14285714286,16810
2022,3,Sants-Montjuïc,15,Hostafrancs,16617.1,16345
2022,3,Sants-Montjuïc,16,la Bordeta,16816.846153846152,16587
2022,3,Sants-Montjuïc,17,Sants - Badal,16099.875,15779
2022,3,Sants-Montjuïc,18,Sants,18093.344827586207,17781
2022,4,Les Corts,19,les Corts,23420.285714285714,22923
2022,4,Les Corts,20,la Maternitat i Sant Ramon,20916.733333333334,20117
2022,4,Les Corts,21,Pedralbes,30790,34765
2022,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",23801.333333333332,26437
2022,5,Sarrià-Sant Gervasi,23,Sarrià,28640.875,27243
2022,5,Sarrià-Sant Gervasi,24,les Tres Torres,33338.545454545456,34765
2022,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,28920.444444444445,29806
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,29416.25806451613,28982
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,23638.736842105263,23078
2022,6,Gràcia,28,Vallcarca i els Penitents,21755.545454545456,21756
2022,6,Gràcia,29,el Coll,16869.4,16675
2022,6,Gràcia,30,la Salut,20674.4,20665.5
2022,6,Gràcia,31,la Vila de Gràcia,19559.666666666668,19361
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,20501.48,19931
2022,7,Horta-Guinardó,33,el Baix Guinardó,17954.63157894737,17651
2022,7,Horta-Guinardó,34,Can Baró,16608.85714285714,16336
2022,7,Horta-Guinardó,35,el Guinardó,17264.48,17122
2022,7,Horta-Guinardó,36,la Font d'en Fargues,20806.85714285714,19080
2022,7,Horta-Guinardó,37,el Carmel,12861.5,12597.5
2022,7,Horta-Guinardó,38,la Teixonera,14003.375,13932
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,14680.6,14934
2022,7,Horta-Guinardó,40,Montbau,16587.25,16183.5
2022,7,Horta-Guinardó,41,la Vall d'Hebron,18666.5,18052
2022,7,Horta-Guinardó,42,la Clota,16063,16063
2022,7,Horta-Guinardó,43,Horta,17006.809523809523,17360
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,16041.105263157895,15995
2022,8,Nou Barris,45,Porta,14412.666666666666,14602.5
2022,8,Nou Barris,46,el Turó de la Peira,12352.3,12121.5
2022,8,Nou Barris,47,Can Peguera,11552.5,11552.5
2022,8,Nou Barris,48,la Guineueta,16115,15703
2022,8,Nou Barris,49,Canyelles,15672.4,16049
2022,8,Nou Barris,50,les Roquetes,10987.6,10673.5
2022,8,Nou Barris,51,Verdun,11878.125,11913.5
2022,8,Nou Barris,52,la Prosperitat,13356.2,13238
2022,8,Nou Barris,53,la Trinitat Nova,10805.4,11137
2022,8,Nou Barris,54,Torre Baró,10069.5,10069.5
2022,8,Nou Barris,55,Ciutat Meridiana,9271.333333333334,9307
2022,8,Nou Barris,56,Vallbona,10461,10461
2022,9,Sant Andreu,57,la Trinitat Vella,10608.2,10264
2022,9,Sant Andreu,58,Baró de Viver,10765.5,10765.5
2022,9,Sant Andreu,59,el Bon Pastor,13169.285714285714,11747
2022,9,Sant Andreu,60,Sant Andreu,17710.28205128205,17829
2022,9,Sant Andreu,61,la Sagrera,16487.15,16867
2022,9,Sant Andreu,62,el Congrés i els Indians,16435.444444444445,16729
2022,9,Sant Andreu,63,Navas,16972.69230769231,17180
2022,10,Sant Martí,64,el Camp de l'Arpa del Clot,17710.16,17514
2022,10,Sant Martí,65,el Clot,17401.41176470588,17139
2022,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,18723.666666666668,19521
2022,10,Sant Martí,67,la Vila Olímpica del Poblenou,25614.4,25800
2022,10,Sant Martí,68,el Poblenou,18686.7,18984
2022,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,20024.14285714286,19707
2022,10,Sant Martí,70,el Besòs i el Maresme,11894,10750
2022,10,Sant Martí,71,Provençals del Poblenou,16187.75,15485
2022,10,Sant Martí,72,Sant Martí de Provençals,15591.5,15089.5
2022,10,Sant Martí,73,la Verneda i la Pau,14411.047619047618,14016
2023,1,Ciutat Vella,1,el Raval,11917.47619047619,11599
2023,1,Ciutat Vella,2,el Barri Gòtic,16013.222222222223,15689
2023,1,Ciutat Vella,3,la Barceloneta,15359.818181818182,15169
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16621.153846153848,15672
2023,2,L'Eixample,5,el Fort Pienc,20418.8,20531
2023,2,L'Eixample,6,la Sagrada Família,19505.41176470588,19424
2023,2,L'Eixample,7,la Dreta de l'Eixample,26054.58620689655,25975
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,24315.346153846152,24407
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,22170.15,21819
2023,2,L'Eixample,10,Sant Antoni,19782.916666666668,19792
2023,3,Sants-Montjuïc,11,el Poble-sec,15420.75,15254.5
2023,3,Sants-Montjuïc,12,la Marina del Prat Vermell,14121,14121
2023,3,Sants-Montjuïc,13,la Marina de Port,14844.411764705883,14974
2023,3,Sants-Montjuïc,14,la Font de la Guatlla,18431.14285714286,18275
2023,3,Sants-Montjuïc,15,Hostafrancs,17482.9,17325
2023,3,Sants-Montjuïc,16,la Bordeta,17590.615384615383,17380
2023,3,Sants-Montjuïc,17,Sants - Badal,16971.3125,16802.5
2023,3,Sants-Montjuïc,18,Sants,19140.51724137931,19022
2023,4,Les Corts,19,les Corts,24792.314285714285,24169
2023,4,Les Corts,20,la Maternitat i Sant Ramon,22158.933333333334,21004
2023,4,Les Corts,21,Pedralbes,33520.28571428572,36918
2023,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",25698.666666666668,28869
2023,5,Sarrià-Sant Gervasi,23,Sarrià,30462,28509.5
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,35403,36918
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,31431.333333333332,33148.5
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,31548.451612903227,30971
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,25713.736842105263,25268
2023,6,Gràcia,28,Vallcarca i els Penitents,23054.454545454544,22793
2023,6,Gràcia,29,el Coll,17737.2,17569
2023,6,Gràcia,30,la Salut,21889.7,21523.5
2023,6,Gràcia,31,la Vila de Gràcia,20979.11111111111,20437.5
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,21552.92,21055
2023,7,Horta-Guinardó,33,el Baix Guinardó,19025.842105263157,19173
2023,7,Horta-Guinardó,34,Can Baró,17738.285714285714,17256
2023,7,Horta-Guinardó,35,el Guinardó,18201.92,18242
2023,7,Horta-Guinardó,36,la Font d'en Fargues,22027.714285714286,20347
2023,7,Horta-Guinardó,37,el Carmel,13589.181818181818,13467.5
2023,7,Horta-Guinardó,38,la Teixonera,15072.375,14754.5
2023,7,Horta-Guinardó,39,Sant Genís dels Agudells,15405.2,15691
2023,7,Horta-Guinardó,40,Montbau,17190.25,17026.5
2023,7,Horta-Guinardó,41,la Vall d'Hebron,19685.5,19091.5
2023,7,Horta-Guinardó,42,la Clota,17668,17668
2023,7,Horta-Guinardó,43,Horta,17956.238095238095,18260
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,16822.21052631579,16814
2023,8,Nou Barris,45,Porta,15134.666666666666,15286.5
2023,8,Nou Barris,46,el Turó de la Peira,13031.6,12855.5
2023,8,Nou Barris,47,Can Peguera,12107.5,12107.5
2023,8,Nou Barris,48,la Guineueta,16811.18181818182,16701
2023,8,Nou Barris,49,Canyelles,16301.2,16597
2023,8,Nou Barris,50,les Roquetes,11644.8,11306
2023,8,Nou Barris,51,Verdun,12546.625,12374.5
2023,8,Nou Barris,52,la Prosperitat,14001.45,13998
2023,8,Nou Barris,53,la Trinitat Nova,11380.8,11557
2023,8,Nou Barris,54,Torre Baró,11028.5,11028.5
2023,8,Nou Barris,55,Ciutat Meridiana,9898.833333333334,9942.5
2023,8,Nou Barris,56,Vallbona,11362,11362
2023,9,Sant Andreu,57,la Trinitat Vella,11399.4,10775
2023,9,Sant Andreu,58,Baró de Viver,11390.5,11390.5
2023,9,Sant Andreu,59,el Bon Pastor,13945.142857142857,12470
2023,9,Sant Andreu,60,Sant Andreu,18558.897435897437,18877
2023,9,Sant Andreu,61,la Sagrera,17258.35,17407.5
2023,9,Sant Andreu,62,el Congrés i els Indians,17289.666666666668,17156
2023,9,Sant Andreu,63,Navas,17775.53846153846,17778
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,18556.48,18589
2023,10,Sant Martí,65,el Clot,18433.647058823528,18566
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,20066,20690
2023,10,Sant Martí,67,la Vila Olímpica del Poblenou,27578.8,27958
2023,10,Sant Martí,68,el Poblenou,20106.55,19856.5
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,21617.571428571428,21569
2023,10,Sant Martí,70,el Besòs i el Maresme,12673.692307692309,11536
2023,10,Sant Martí,71,Provençals del Poblenou,17250.75,16522
2023,10,Sant Martí,72,Sant Martí de Provençals,16418.777777777777,16030
2023,10,Sant Martí,73,la Verneda i la Pau,15189.333333333334,14771
