Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,pct_barcelona,pct_cat,pct_espanya,pct_ue,pct_fora_ue
2015,1,Ciutat Vella,1,el Raval,0.2780736183303278,0.04451044871114883,0.11613450726636257,0.08017396838867084,0.48110745730348997
2015,1,Ciutat Vella,2,el Barri Gòtic,0.30790559711116844,0.06454733041011092,0.14250709311323187,0.1668171266443126,0.3182228527211762
2015,1,Ciutat Vella,3,la Barceloneta,0.4434690077148178,0.044293695131683956,0.14811119978717743,0.12603085927108273,0.23809523809523808
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",0.3337192732454578,0.057623797648735306,0.1503384396152476,0.15149625935162095,0.3068222301389384
2015,2,Eixample,5,el Fort Pienc,0.499793853667819,0.08413941835019505,0.17005486663918049,0.05883099172243189,0.1871808696203736
2015,2,Eixample,6,la Sagrada Família,0.5135685475976035,0.08286016368406626,0.16683635509261072,0.04442573520773779,0.19230919841798175
2015,2,Eixample,7,la Dreta de l'Eixample,0.5257113984520337,0.09466939206724696,0.13637720768930434,0.07889116005603913,0.16435084173537584
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,0.5101683113640183,0.0970971691997407,0.14266849144037072,0.06624408749309707,0.18382194050277317
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,0.5152897507501778,0.09616151804762979,0.1610150382460583,0.04275579761677623,0.18477789533935787
2015,2,Eixample,10,Sant Antoni,0.5010521885521886,0.08333333333333333,0.15809132996632996,0.060106271043771045,0.1974168771043771
2015,3,Sants-Montjuïc,11,el Poble-sec,0.4239041249160844,0.05442701210870484,0.1524155250006216,0.06894751236977548,0.30030582560481367
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,0.7094474153297683,0.0427807486631016,0.12388591800356506,0.01693404634581105,0.10695187165775401
2015,3,Sants-Montjuïc,13,la Marina de Port,0.527449617790132,0.05860551308779245,0.2215493563652007,0.021741288593269136,0.17065422416360568
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,0.46981677917068465,0.07444551591128254,0.2099324975891996,0.04985535197685632,0.19594985535197684
2015,3,Sants-Montjuïc,15,Hostafrancs,0.48096205102170325,0.08141896179718239,0.1714050006345983,0.048927528874222616,0.21728645767229343
2015,3,Sants-Montjuïc,16,la Bordeta,0.5425757658196855,0.08150606670656728,0.199738832363023,0.025518254529626205,0.150661080581098
2015,3,Sants-Montjuïc,17,Sants - Badal,0.4809462329765524,0.09004206405397526,0.20457290408562742,0.027820582233143144,0.19661821665070175
2015,3,Sants-Montjuïc,18,Sants,0.5299031893459138,0.09039756253378545,0.1618998476583616,0.038748832866479926,0.17905056759545923
2015,4,Les Corts,19,les Corts,0.5697666833373198,0.11093957250646894,0.1720628846028398,0.029876709647959295,0.11735414990541217
2015,4,Les Corts,20,la Maternitat i Sant Ramon,0.5240675403225806,0.11164314516129033,0.20837533602150538,0.02549563172043011,0.13041834677419356
2015,4,Les Corts,21,Pedralbes,0.5575379887314325,0.10056342837630186,0.14111319788287519,0.070257811166126,0.13052757384326447
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",0.6255430060816681,0.08644656820156386,0.11642050390964379,0.07080799304952215,0.10078192875760209
2015,5,Sarrià-Sant Gervasi,23,Sarrià,0.6486804709703613,0.09175801867641088,0.10535931790499391,0.060941940722695896,0.09326025172553797
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,0.6535361493242834,0.09132779831525362,0.115326343857948,0.034300951457487426,0.10550875704502757
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,0.6521430542959662,0.09041441583533773,0.11359962146603052,0.03678877015890541,0.1070541382437601
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,0.6357777539877958,0.08986189915426614,0.11401348891981587,0.0433786532491168,0.11696820468900546
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,0.6127575987318217,0.09283892756220277,0.11596250603073954,0.047453304845268454,0.1309876628299676
2015,6,Gràcia,28,Vallcarca i els Penitents,0.5746504285069914,0.08409046974676203,0.16476577099039885,0.047619047619047616,0.12887428313680005
2015,6,Gràcia,29,el Coll,0.5444157257515985,0.06584138212488097,0.19902054142293565,0.0474765338049245,0.14324581689566046
2015,6,Gràcia,30,la Salut,0.5864599092284417,0.0905446293494705,0.15665658093797277,0.047428139183055974,0.118910741301059
2015,6,Gràcia,31,la Vila de Gràcia,0.5286895813086336,0.09335766278585454,0.14314048275451716,0.07689561474840834,0.1579166584025863
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,0.5829867563342477,0.09403297643276406,0.15503052827183436,0.04276907648290712,0.12518066247824677
2015,7,Horta-Guinardó,33,el Baix Guinardó,0.5480920226130653,0.08322864321608041,0.18404522613065327,0.03384108040201005,0.15079302763819097
2015,7,Horta-Guinardó,34,Can Baró,0.5551903898458749,0.057796917497733455,0.2136219401631913,0.03830462375339982,0.13508612873980055
2015,7,Horta-Guinardó,35,el Guinardó,0.5561797752808989,0.0725865056738778,0.1774554195315557,0.03046564928168148,0.16331265023198613
2015,7,Horta-Guinardó,36,la Font d'en Fargues,0.6488931460195828,0.06779480630055343,0.19359301830566197,0.019689229459344402,0.07002979991485739
2015,7,Horta-Guinardó,37,el Carmel,0.4831939453683976,0.03628327026425414,0.30381276433364074,0.02152828568702897,0.15518173434667853
2015,7,Horta-Guinardó,38,la Teixonera,0.4970507967250638,0.041024738093142,0.27933796989171583,0.026058631921824105,0.15652786336825425
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,0.49724743341764616,0.060258890046124086,0.2688588007736944,0.02127659574468085,0.15235828001785448
2015,7,Horta-Guinardó,40,Montbau,0.5429478278119421,0.07716722872445943,0.22733584606228924,0.018250347153342592,0.13429875024796667
2015,7,Horta-Guinardó,41,la Vall d'Hebron,0.5194805194805194,0.07243460764587525,0.27547100786537404,0.021035302725443572,0.11157856228278763
2015,7,Horta-Guinardó,42,la Clota,0.6233766233766234,0.04081632653061224,0.15955473098330242,0.00927643784786642,0.16697588126159554
2015,7,Horta-Guinardó,43,Horta,0.5729237512279907,0.05943474646716542,0.22950200256933423,0.022595027582558755,0.11554447215295095
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,0.5189843565757409,0.060294002043864474,0.23437622828393995,0.019652543039069256,0.16669287005738542
2015,8,Nou Barris,45,Porta,0.47745336243462505,0.05505909484001153,0.2689535889305275,0.016472429271506814,0.18206152452332908
2015,8,Nou Barris,46,el Turó de la Peira,0.4362438005742626,0.045288436439571915,0.21658835813103627,0.014030279300443748,0.28784912555468545
2015,8,Nou Barris,47,Can Peguera,0.6571302816901409,0.0488556338028169,0.18265845070422534,0.012764084507042254,0.09859154929577464
2015,8,Nou Barris,48,la Guineueta,0.5406641479419367,0.058991184463445354,0.2818320408298535,0.013123881487373236,0.10538874527739113
2015,8,Nou Barris,49,Canyelles,0.556515478761699,0.0503959683225342,0.3252699784017279,0.009791216702663787,0.05802735781137509
2015,8,Nou Barris,50,les Roquetes,0.46136363636363636,0.03441558441558441,0.25207792207792207,0.02214285714285714,0.23
2015,8,Nou Barris,51,Verdun,0.46097840314136124,0.04180301047120419,0.268488219895288,0.01832460732984293,0.21040575916230367
2015,8,Nou Barris,52,la Prosperitat,0.4635414660452217,0.04630021956010939,0.3014521782674011,0.014906975848387967,0.17379916027887987
2015,8,Nou Barris,53,la Trinitat Nova,0.5154737559645535,0.04621676891615542,0.19686434901158828,0.014996591683708248,0.22644853442399454
2015,8,Nou Barris,54,Torre Baró,0.5014630577907827,0.0548646671543526,0.21762984637893196,0.017922457937088514,0.2081199707388442
