Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,poblacio_total,edat_mitjana,pct_menors,pct_joves_adults,pct_adults,pct_jubilats
2022,10,Sant Martí,71,Provençals del Poblenou,21024,42.914954337899545,0.16371765601217655,0.2108542617960426,0.3831335616438356,0.18126902587519025
2022,10,Sant Martí,72,Sant Martí de Provençals,25783,46.462940697358725,0.13970445642477602,0.18170887794283055,0.3634953263778459,0.24962184385059924
2022,10,Sant Martí,73,la Verneda i la Pau,28662,46.649187076966015,0.14095317842439467,0.17483078640708952,0.35838392296420346,0.258216453841323
2023,1,Ciutat Vella,1,el Raval,45296,38.198207347227125,0.15343518191451783,0.31740109501942776,0.3364535499823384,0.10802278346873896
2023,1,Ciutat Vella,2,el Barri Gòtic,24205,37.82334228465193,0.08349514563106795,0.42127659574468085,0.31171245610411075,0.08229704606486263
2023,1,Ciutat Vella,3,la Barceloneta,14086,42.620190259832455,0.08199630839131052,0.3554593213119409,0.3325997444270907,0.15994604571915377
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",21894,40.43080295971499,0.10432081848908377,0.3636612770622088,0.32757833196309494,0.13062939618160227
2023,2,Eixample,5,el Fort Pienc,34333,43.6087437742114,0.12439926601229138,0.2687210555442286,0.3303818483674599,0.20339032417790465
2023,2,Eixample,6,la Sagrada Família,51623,44.95527187493946,0.1155880130949383,0.2664122581020088,0.32818704840865504,0.22346628440811267
2023,2,Eixample,7,la Dreta de l'Eixample,43698,43.55947640624285,0.12657329854913268,0.26715181472836286,0.32749782598745936,0.20369353288480022
2023,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42554,44.04808008647836,0.11268035907317761,0.28305212200968183,0.3254453165389858,0.20555059453870375
2023,2,Eixample,9,la Nova Esquerra de l'Eixample,57461,45.24675867109866,0.11989001235620682,0.2556516593863664,0.3242199056751536,0.23586432536851082
2023,2,Eixample,10,Sant Antoni,38172,44.73250026197213,0.11814942890076496,0.26582311642041284,0.34169024415802157,0.21348108561249082
2023,3,Sants-Montjuïc,11,el Poble-sec,38676,42.38701003206123,0.12796049229496329,0.275752404591995,0.36368807529217084,0.16421036301582376
2023,3,Sants-Montjuïc,12,la Marina del Prat Vermell,1576,39.36421319796954,0.16751269035532995,0.26015228426395937,0.39847715736040606,0.10723350253807107
2023,3,Sants-Montjuïc,13,la Marina de Port,30359,44.359530946342105,0.15040021081063276,0.1888402121281992,0.3728054283737936,0.2080766823676669
2023,3,Sants-Montjuïc,14,la Font de la Guatlla,10488,45.12995804729214,0.11365369946605644,0.2297864225781846,0.33314263920671244,0.23102593440122043
2023,3,Sants-Montjuïc,15,Hostafrancs,15928,43.42440984429935,0.1270718232044199,0.26695128076343544,0.3449899547965846,0.196258161727775
2023,3,Sants-Montjuïc,16,la Bordeta,19685,44.98008636017272,0.1398018796037592,0.21833883667767334,0.3506223012446025,0.22829565659131318
2023,3,Sants-Montjuïc,17,Sants - Badal,24331,45.21067773622128,0.1276560766100859,0.22995355719041552,0.3451152850273314,0.23122765196662692
2023,3,Sants-Montjuïc,18,Sants,44334,43.477849957143505,0.13082510037443046,0.25662020119998197,0.34700230071728244,0.1958316416294492
2023,4,Les Corts,19,les Corts,45728,46.39625612316305,0.14039538138558433,0.19532890132960112,0.3280047235829251,0.2699440167949615
2023,4,Les Corts,20,la Maternitat i Sant Ramon,23992,46.230076692230746,0.1420056685561854,0.1958152717572524,0.32510836945648547,0.26825608536178724
2023,4,Les Corts,21,Pedralbes,12027,43.38505030348383,0.19414650370000833,0.15348798536625924,0.3268479255009562,0.2328095119314875
2023,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",4686,40.57938540332906,0.21062740076824585,0.15663679043960735,0.4009816474605207,0.15023474178403756
2023,5,Sarrià-Sant Gervasi,23,Sarrià,24657,42.83728758567547,0.201930486271647,0.1601168025307215,0.3405118222005921,0.2136107393437969
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,16208,42.75839091806515,0.20273938795656465,0.15572556762092793,0.33372408687068117,0.21575765054294177
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,26040,43.1155529953917,0.1860215053763441,0.1794162826420891,0.32711213517665133,0.21996927803379415
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,47525,43.694203051025774,0.16908995265649657,0.1904471330878485,0.3308784850078906,0.2207890583903209
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,29980,43.3628418945964,0.16107404936624417,0.21404269513008672,0.333555703802535,0.2123415610406938
2023,6,Gràcia,28,Vallcarca i els Penitents,16164,44.21758228161346,0.1540460282108389,0.2097253155159614,0.3468200940361297,0.21999505073001732
2023,6,Gràcia,29,el Coll,7722,43.58158508158508,0.1497021497021497,0.21432271432271432,0.3679098679098679,0.19852369852369853
2023,6,Gràcia,30,la Salut,13446,44.82842481035252,0.15335415737022162,0.21069463037334524,0.3276067231890525,0.2435668600327235
2023,6,Gràcia,31,la Vila de Gràcia,49713,42.71761913382817,0.12853780701225032,0.28469414438879165,0.33850300726168203,0.1823466698851407
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,35255,45.26821727414551,0.12846404765281522,0.23735640334704297,0.33583888810097856,0.23571124663168344
2023,7,Horta-Guinardó,33,el Baix Guinardó,25684,46.276008409904996,0.12751129107615636,0.22266780875253075,0.34208067279239995,0.24692415511602553
2023,7,Horta-Guinardó,34,Can Baró,9396,44.12196679438059,0.14655172413793102,0.2193486590038314,0.35706683695189445,0.21126011068539804
2023,7,Horta-Guinardó,35,el Guinardó,37476,44.486738179101295,0.14211762194471128,0.2175525669761981,0.3579891130323407,0.21525776496958055
2023,7,Horta-Guinardó,36,la Font d'en Fargues,9670,45.652223371251296,0.15863495346432266,0.1608066184074457,0.36742502585315406,0.24291623578076527
2023,7,Horta-Guinardó,37,el Carmel,32433,44.23439089815928,0.149446551352018,0.20238645823698084,0.3648752813492431,0.21243794900255913
2023,7,Horta-Guinardó,38,la Teixonera,12069,44.1479824343359,0.14342530449913,0.2097108293976303,0.36531609909685975,0.20722512221393652
2023,7,Horta-Guinardó,39,Sant Genís dels Agudells,7366,44.769209883247356,0.1519142003801249,0.20038012489818083,0.3446918273146891,0.2256312788487646
2023,7,Horta-Guinardó,40,Montbau,5159,46.739484396200815,0.13355301415002907,0.2021709633649932,0.35898429928280673,0.23512308586935451
2023,7,Horta-Guinardó,41,la Vall d'Hebron,5859,48.34220856801502,0.13517665130568357,0.16197303294077486,0.3592763270182625,0.28247141150366956
2023,7,Horta-Guinardó,42,la Clota,437,37.09382151029748,0.18764302059496568,0.2036613272311213,0.5560640732265446,0.013729977116704805
2023,7,Horta-Guinardó,43,Horta,29340,44.90664621676892,0.14740967961826856,0.19812542603953648,0.3550783912747103,0.22532379004771644
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,25760,46.016886645962735,0.13711180124223601,0.18730590062111802,0.3615683229813665,0.24161490683229814
2023,8,Nou Barris,45,Porta,28911,44.167825395178305,0.14375151326484728,0.21521220296772856,0.36173082909619175,0.20718757566324236
2023,8,Nou Barris,46,el Turó de la Peira,16260,42.64348093480935,0.16758917589175892,0.21703567035670357,0.3589175891758918,0.18068880688806888
2023,8,Nou Barris,47,Can Peguera,2091,44.989956958393115,0.15303682448589193,0.17455762792922047,0.3912003825920612,0.20468675274988044
2023,8,Nou Barris,48,la Guineueta,15234,47.35309176841276,0.1459235919653407,0.1593803334646186,0.35788368123933306,0.2700538269659971
2023,8,Nou Barris,49,Canyelles,6765,48.551810790835184,0.1287509238728751,0.14870657797487066,0.35136733185513674,0.3056910569105691
2023,8,Nou Barris,50,les Roquetes,16490,41.037113402061856,0.17859308671922378,0.216737416616131,0.34893875075803515,0.17125530624620983
2023,8,Nou Barris,51,Verdun,12721,43.377643267038756,0.15722034431255405,0.20328590519613238,0.36349343605062495,0.19825485417813066
2023,8,Nou Barris,52,la Prosperitat,26590,45.60308386611508,0.14415193681835275,0.18488153441143287,0.3575780368559609,0.2394509213990222
2023,8,Nou Barris,53,la Trinitat Nova,7596,42.11071616640337,0.16719325961032122,0.2132701421800948,0.367693522906793,0.17285413375460768
2023,8,Nou Barris,54,Torre Baró,2882,38.527411519777935,0.21825121443442055,0.1967383761276891,0.3806384455239417,0.12074947952810548
2023,8,Nou Barris,55,Ciutat Meridiana,10844,39.84599778679454,0.2065658428624124,0.20638140907414237,0.3353006270748801,0.16534489118406492
2023,8,Nou Barris,56,Vallbona,1299,39.825250192455734,0.2063125481139338,0.18090839107005388,0.39568899153194764,0.13779830638953042
2023,9,Sant Andreu,57,la Trinitat Vella,10257,39.5601052939456,0.1971336648142732,0.21624256605245198,0.35643950472847813,0.14643657989665596
2023,9,Sant Andreu,58,Baró de Viver,2531,40.30225207427894,0.19478467009087316,0.1829316475701304,0.3891742394310549,0.14816278150928486
2023,9,Sant Andreu,59,el Bon Pastor,14359,40.50860087749843,0.1842746709380876,0.2087889128769413,0.37384218956751863,0.14945330454767045
2023,9,Sant Andreu,60,Sant Andreu,57764,45.10331694480992,0.15651616924035733,0.1729970223668721,0.37442005401288,0.23133785748909355
2023,9,Sant Andreu,61,la Sagrera,29785,45.60889709585362,0.13986906160819204,0.20224945442336748,0.3501091153265066,0.24562699345308042
2023,9,Sant Andreu,62,el Congrés i els Indians,14587,44.680194693905534,0.14746006718310825,0.20305751696716254,0.3757455268389662,0.20689655172413793
2023,9,Sant Andreu,63,Navas,22036,45.82900707932474,0.1357778181158105,0.20489199491740787,0.35069885641677256,0.24151388636776183
