Any,Codi_Barri,pob_regio_rica,Nom_Barri,poblacio_total,pct_regio_rica
2023,21,689,Pedralbes,12027,0.05728776918599817
2023,22,363,"Vallvidrera, el Tibidabo i les Planes",4686,0.07746478873239436
2023,23,1452,Sarrià,24657,0.05888794257208906
2023,24,680,les Tres Torres,16208,0.041954590325765054
2023,25,1142,Sant Gervasi - la Bonanova,26040,0.043855606758832565
2023,26,2456,Sant Gervasi - Galvany,47525,0.051678064176749076
2023,27,1311,el Putxet i el Farró,29980,0.043729152768512344
2023,28,615,Vallcarca i els Penitents,16164,0.038047512991833704
2023,29,228,el Coll,7722,0.029526029526029528
2023,30,454,la Salut,13446,0.03376468838316228
2023,31,3529,la Vila de Gràcia,49713,0.07098746806670288
2023,32,1287,el Camp d'en Grassot i Gràcia Nova,35255,0.03650546021840874
2023,33,589,el Baix Guinardó,25684,0.022932565021024764
2023,34,283,Can Baró,9396,0.030119199659429545
2023,35,843,el Guinardó,37476,0.02249439641370477
2023,36,195,la Font d'en Fargues,9670,0.02016546018614271
2023,37,434,el Carmel,32433,0.013381432491598063
2023,38,192,la Teixonera,12069,0.01590852597564007
2023,39,129,Sant Genís dels Agudells,7366,0.017512897094759707
2023,40,58,Montbau,5159,0.011242488854429153
2023,41,81,la Vall d'Hebron,5859,0.013824884792626729
2023,42,0,la Clota,437,0
2023,43,350,Horta,29340,0.011929107021131561
2023,44,280,Vilapicina i la Torre Llobeta,25760,0.010869565217391304
2023,45,264,Porta,28911,0.009131472449932551
2023,46,121,el Turó de la Peira,16260,0.007441574415744157
2023,47,5,Can Peguera,2091,0.0023912003825920613
2023,48,119,la Guineueta,15234,0.007811474333727189
2023,49,32,Canyelles,6765,0.004730229120473023
2023,50,132,les Roquetes,16490,0.008004851425106124
2023,51,101,Verdun,12721,0.00793962738778398
2023,52,236,la Prosperitat,26590,0.008875517111696126
2023,53,39,la Trinitat Nova,7596,0.005134281200631911
2023,54,14,Torre Baró,2882,0.004857737682165163
2023,55,39,Ciutat Meridiana,10844,0.0035964588712652156
2023,56,0,Vallbona,1299,0
2023,57,81,la Trinitat Vella,10257,0.007897045919859609
2023,58,15,Baró de Viver,2531,0.005926511260371394
2023,59,98,el Bon Pastor,14359,0.006824987812521764
2023,60,673,Sant Andreu,57764,0.011650855203933245
2023,61,344,la Sagrera,29785,0.011549437636394159
2023,62,199,el Congrés i els Indians,14587,0.0136422842256804
2023,63,382,Navas,22036,0.01733526955890361
2023,64,1090,el Camp de l'Arpa del Clot,38256,0.028492262651610204
2023,65,646,el Clot,26406,0.024464136938574566
2023,66,887,el Parc i la Llacuna del Poblenou,16357,0.05422754783884575
2023,67,643,la Vila Olímpica del Poblenou,9258,0.06945344566861093
2023,68,2035,el Poblenou,34036,0.05978963450464214
2023,69,633,Diagonal Mar i el Front Marítim del Poblenou,13338,0.04745838956365272
2023,70,301,el Besòs i el Maresme,27783,0.010833963214915596
2023,71,498,Provençals del Poblenou,21204,0.02348613469156763
2023,72,308,Sant Martí de Provençals,26077,0.011811174598305019
2023,73,233,la Verneda i la Pau,29173,0.00798683714393446
2024,1,2822,el Raval,46567,0.06060085468250048
2024,2,2241,el Barri Gòtic,26981,0.08305844853785997
2024,3,1301,la Barceloneta,14343,0.0907062678658579
2024,4,2999,"Sant Pere, Santa Caterina i la Ribera",22344,0.13421947726459005
2024,5,1635,el Fort Pienc,36053,0.04534990153385294
2024,6,1905,la Sagrada Família,52750,0.03611374407582938
2024,7,3977,la Dreta de l'Eixample,44466,0.08943912202581748
2024,8,2734,l'Antiga Esquerra de l'Eixample,43609,0.0626934807035245
2024,9,1985,la Nova Esquerra de l'Eixample,58180,0.03411825369542798
2024,10,1865,Sant Antoni,38620,0.04829104091144485
2024,11,2378,el Poble-sec,39082,0.06084642546440817
2024,12,38,la Marina del Prat Vermell,1897,0.020031628887717447
2024,13,302,la Marina de Port,30889,0.00977694324840558
2024,14,255,la Font de la Guatlla,10687,0.02386076541592589
2024,15,530,Hostafrancs,16144,0.032829534192269576
2024,16,401,la Bordeta,20358,0.019697416249140388
2024,17,478,Sants - Badal,24904,0.019193703822679088
2024,18,1160,Sants,46911,0.024727675811643323
2024,19,1226,les Corts,46513,0.026358222432438242
2024,20,507,la Maternitat i Sant Ramon,24258,0.02090032154340836
2024,21,785,Pedralbes,12378,0.06341896913879463
2024,22,394,"Vallvidrera, el Tibidabo i les Planes",4745,0.08303477344573235
2024,23,1473,Sarrià,24942,0.059057012268462834
2024,24,704,les Tres Torres,16327,0.04311876033564035
2024,25,1175,Sant Gervasi - la Bonanova,26662,0.04407021228715025
2024,26,2581,Sant Gervasi - Galvany,48262,0.053478927520616636
2024,27,1401,el Putxet i el Farró,30271,0.04628191998942883
2024,28,646,Vallcarca i els Penitents,16520,0.03910411622276029
2024,29,234,el Coll,7900,0.02962025316455696
2024,30,456,la Salut,13636,0.033440891757113525
2024,31,3665,la Vila de Gràcia,50740,0.07223098147418211
2024,32,1355,el Camp d'en Grassot i Gràcia Nova,36344,0.03728263262161567
2024,33,647,el Baix Guinardó,26234,0.024662651520927042
2024,34,281,Can Baró,9507,0.029557168402229935
2024,35,853,el Guinardó,38067,0.022407859826096093
2024,36,208,la Font d'en Fargues,9776,0.02127659574468085
2024,37,469,el Carmel,32960,0.014229368932038834
2024,38,209,la Teixonera,12418,0.016830407473023033
2024,39,146,Sant Genís dels Agudells,7748,0.018843572534847704
2024,40,55,Montbau,5275,0.01042654028436019
2024,41,76,la Vall d'Hebron,5879,0.012927368600102058
2024,42,0,la Clota,640,0
2024,43,372,Horta,31044,0.01198299188248937
2024,44,287,Vilapicina i la Torre Llobeta,26139,0.010979762041394085
2024,45,271,Porta,31272,0.0086658992069583
2024,46,124,el Turó de la Peira,16788,0.007386228258279724
2024,47,5,Can Peguera,2111,0.0023685457129322598
2024,48,112,la Guineueta,15343,0.007299745812422603
2024,49,31,Canyelles,6784,0.004569575471698113
2024,50,128,les Roquetes,16911,0.0075690379043226305
2024,51,100,Verdun,13156,0.007601094557616297
2024,52,256,la Prosperitat,27214,0.0094069229073271109
2024,53,40,la Trinitat Nova,7709,0.005188740433259826
2024,54,16,Torre Baró,3061,0.005227049983665469
2024,55,48,Ciutat Meridiana,11072,0.004335260115606936
2024,56,0,Vallbona,1314,0
2024,57,101,la Trinitat Vella,10641,0.009491589136359365
2024,58,14,Baró de Viver,2555,0.005479452054794521
2024,59,101,el Bon Pastor,15727,0.006422076683410695
2024,60,700,Sant Andreu,58512,0.011963357943669675
2024,61,363,la Sagrera,30267,0.011993259986123501
2024,62,214,el Congrés i els Indians,14916,0.01434700992223116
2024,63,401,Navas,22386,0.017912981327615474
2024,64,1148,el Camp de l'Arpa del Clot,38987,0.029445712673455256
2024,65,716,el Clot,26702,0.026814470826155345
2024,66,957,el Parc i la Llacuna del Poblenou,16991,0.05632393620151845
2024,67,665,la Vila Olímpica del Poblenou,9275,0.07169811320754717
2024,68,2188,el Poblenou,34455,0.06350312001160935
2024,69,628,Diagonal Mar i el Front Marítim del Poblenou,13406,0.04684469640459496
2024,70,376,el Besòs i el Maresme,30383,0.012375341473850509
2024,71,530,Provençals del Poblenou,21418,0.024745541133625922
2024,72,334,Sant Martí de Provençals,26497,0.012605200588745896
2024,73,287,la Verneda i la Pau,30264,0.009483214380121596
2025,1,2967,el Raval,49539,0.05989220614061649
2025,2,2300,el Barri Gòtic,27623,0.08326394671107411
2025,3,1372,la Barceloneta,14558,0.09424371479598846
2025,4,3081,"Sant Pere, Santa Caterina i la Ribera",22639,0.13609258359468174
2025,5,1755,el Fort Pienc,36571,0.047988843619261166
2025,6,2046,la Sagrada Família,53481,0.03825657710214843
2025,7,4177,la Dreta de l'Eixample,45280,0.0922482332155477
2025,8,2883,l'Antiga Esquerra de l'Eixample,43845,0.0657543619568936
2025,9,2104,la Nova Esquerra de l'Eixample,58990,0.035667062213934564
2025,10,2013,Sant Antoni,39141,0.051429447382540044
2025,11,2512,el Poble-sec,40208,0.06247512932749701
2025,12,53,la Marina del Prat Vermell,2819,0.018800993260021284
2025,13,312,la Marina de Port,31579,0.009879983533360778
2025,14,294,la Font de la Guatlla,10847,0.02710426846132571
2025,15,559,Hostafrancs,16743,0.0333870871408947
2025,16,417,la Bordeta,21210,0.019660537482319662
2025,17,481,Sants - Badal,25308,0.019005847953216373
2025,18,1246,Sants,47103,0.026452667558329618
2025,19,1245,les Corts,46804,0.02660029057345526
2025,20,529,la Maternitat i Sant Ramon,24634,0.02147438499634651
2025,21,829,Pedralbes,12545,0.06608210442407333
2025,22,416,"Vallvidrera, el Tibidabo i les Planes",4827,0.08618189351564119
2025,23,1538,Sarrià,25111,0.06124805861972841
2025,24,786,les Tres Torres,16305,0.048206071757129716
2025,25,1264,Sant Gervasi - la Bonanova,26731,0.04728592271145861
2025,26,2790,Sant Gervasi - Galvany,49329,0.056559022076263454
2025,27,1473,el Putxet i el Farró,30687,0.04800078209013589
2025,28,669,Vallcarca i els Penitents,16789,0.039847519209005894
2025,29,261,el Coll,8063,0.0323700855760883
2025,30,485,la Salut,13985,0.03468001430103682
2025,31,3789,la Vila de Gràcia,51471,0.07361426822871131
2025,32,1412,el Camp d'en Grassot i Gràcia Nova,36688,0.038486698648059314
2025,33,675,el Baix Guinardó,26490,0.02548131370328426
2025,34,302,Can Baró,9657,0.031272651962307135
2025,35,907,el Guinardó,38966,0.023276702766514397
2025,36,217,la Font d'en Fargues,9898,0.021923620933521924
2025,37,505,el Carmel,33630,0.015016354445435623
2025,38,217,la Teixonera,12592,0.017233163913595934
2025,39,149,Sant Genís dels Agudells,7818,0.019058582757738553
2025,40,57,Montbau,5321,0.010712272129299004
2025,41,83,la Vall d'Hebron,5974,0.013893538667559425
2025,42,16,la Clota,899,0.017797552836484983
2025,43,415,Horta,31203,0.01330000320482005
2025,44,302,Vilapicina i la Torre Llobeta,26408,0.011435928506513178
2025,45,271,Porta,31326,0.008650960863180745
2025,46,132,el Turó de la Peira,17414,0.007580107959113357
2025,47,5,Can Peguera,2100,0.002380952380952381
2025,48,116,la Guineueta,15625,0.007424
2025,49,33,Canyelles,6804,0.0048500881834215165
2025,50,134,les Roquetes,17280,0.0077546296296296295
2025,51,104,Verdun,13467,0.007722581124229598
2025,52,300,la Prosperitat,27826,0.010781283691511536
2025,53,48,la Trinitat Nova,7945,0.006041535556954059
2025,54,19,Torre Baró,3168,0.005997474747474747
2025,55,45,Ciutat Meridiana,11339,0.003968603933327454
2025,56,0,Vallbona,1337,0
2025,57,97,la Trinitat Vella,11140,0.008707360861759425
2025,58,15,Baró de Viver,2621,0.005723006486074018
2025,59,106,el Bon Pastor,15848,0.00668854114083796
2025,60,727,Sant Andreu,58859,0.012351552014135476
2025,61,383,la Sagrera,30849,0.012415313300269052
2025,62,237,el Congrés i els Indians,15148,0.015645629786110376
2025,63,445,Navas,22763,0.01954926854983965
2025,64,1214,el Camp de l'Arpa del Clot,39750,0.030540880503144654
2025,65,779,el Clot,27044,0.02880491051619583
2025,66,986,el Parc i la Llacuna del Poblenou,17558,0.056156737669438433
2025,67,695,la Vila Olímpica del Poblenou,9242,0.07520017312270072
2025,68,2313,el Poblenou,34716,0.06662633944002766
2025,69,653,Diagonal Mar i el Front Marítim del Poblenou,13589,0.048053572742659506
2025,70,411,el Besòs i el Maresme,30596,0.01343312851353118
2025,71,567,Provençals del Poblenou,21812,0.025994865211810013
2025,72,380,Sant Martí de Provençals,26888,0.014132698601606665
2025,73,320,la Verneda i la Pau,31104,0.0102880658436214
