Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,total,n_edu_baixa,n_edu_mitja,n_edu_alta,pct_edu_baixa,pct_edu_mitja,pct_edu_alta
2024,6,Gràcia,28,Vallcarca i els Penitents,14442,1406,6487,6549,0.09735493698933666,0.4491760144024373,0.453469048608226
2024,6,Gràcia,29,el Coll,6899,999,3428,2472,0.14480359472387302,0.4968836063197565,0.35831279895637047
2024,6,Gràcia,30,la Salut,11832,1224,5127,5481,0.10344827586206896,0.43331643002028397,0.4632352941176471
2024,6,Gràcia,31,la Vila de Gràcia,45368,4308,17832,23228,0.09495679774290249,0.3930523717157468,0.5119908305413507
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,32316,3165,14372,14779,0.09793910137393241,0.4447332590667162,0.4573276395593514
2024,7,Horta-Guinardó,33,el Baix Guinardó,23360,2967,11517,8876,0.12701198630136987,0.4930222602739726,0.37996575342465755
2024,7,Horta-Guinardó,34,Can Baró,8325,1361,4224,2740,0.1634834834834835,0.5073873873873874,0.3291291291291291
2024,7,Horta-Guinardó,35,el Guinardó,33460,4427,17205,11828,0.13230723251643753,0.514196054991034,0.3534967124925284
2024,7,Horta-Guinardó,36,la Font d'en Fargues,8466,1060,4231,3175,0.12520670918969998,0.4997637609260572,0.3750295298842429
2024,7,Horta-Guinardó,37,el Carmel,28777,7183,16569,5025,0.2496090627932029,0.5757723181707614,0.17461861903603573
2024,7,Horta-Guinardó,38,la Teixonera,10902,2413,6105,2384,0.22133553476426343,0.5599889928453495,0.2186754723903871
2024,7,Horta-Guinardó,39,Sant Genís dels Agudells,6742,1363,3774,1605,0.20216552951646397,0.5597745476119845,0.23805992287155148
2024,7,Horta-Guinardó,40,Montbau,4670,776,2429,1465,0.16616702355460386,0.5201284796573876,0.31370449678800855
2024,7,Horta-Guinardó,41,la Vall d'Hebron,5205,856,2605,1744,0.16445725264169067,0.5004803073967339,0.3350624399615754
2024,7,Horta-Guinardó,42,la Clota,678,105,327,246,0.15486725663716813,0.4823008849557522,0.36283185840707965
2024,7,Horta-Guinardó,43,Horta,27224,5169,14887,7168,0.1898692330296797,0.546833676168087,0.26329709080223335
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,23163,4335,12635,6193,0.18715192332599404,0.5454820187367785,0.26736605793722745
2024,8,Nou Barris,45,Porta,27476,6365,15818,5293,0.23165671859077014,0.5757024312126947,0.19264085019653515
2024,8,Nou Barris,46,el Turó de la Peira,14331,3322,8352,2657,0.23180517758704905,0.5827925476240318,0.18540227478891913
2024,8,Nou Barris,47,Can Peguera,1878,642,1031,205,0.34185303514376997,0.5489882854100107,0.10915867944621938
2024,8,Nou Barris,48,la Guineueta,13480,2996,7570,2914,0.22225519287833828,0.5615727002967359,0.21617210682492582
2024,8,Nou Barris,49,Canyelles,6050,1769,3374,907,0.292396694214876,0.5576859504132231,0.14991735537190082
2024,8,Nou Barris,50,les Roquetes,14300,4305,8260,1735,0.3010489510489511,0.5776223776223777,0.12132867132867133
2024,8,Nou Barris,51,Verdun,11380,3026,6666,1688,0.2659050966608084,0.5857644991212654,0.14833040421792618
2024,8,Nou Barris,52,la Prosperitat,23902,6435,13797,3670,0.26922433269182494,0.5772320307924023,0.15354363651577274
2024,8,Nou Barris,53,la Trinitat Nova,6614,1936,3971,707,0.29271242818264287,0.6003931055337164,0.10689446628364076
2024,8,Nou Barris,54,Torre Baró,2554,890,1387,277,0.3484729835552075,0.5430696945967111,0.10845732184808145
2024,8,Nou Barris,55,Ciutat Meridiana,9094,3186,5170,738,0.3503408840994062,0.5685067077193754,0.08115240818121838
2024,8,Nou Barris,56,Vallbona,1187,428,651,108,0.36057287278854255,0.548441449031171,0.09098567818028644
2024,9,Sant Andreu,57,la Trinitat Vella,8817,2701,5058,1058,0.3063400249517977,0.5736645117386866,0.1199954633095157
2024,9,Sant Andreu,58,Baró de Viver,2188,754,1246,188,0.3446069469835466,0.5694698354661791,0.08592321755027423
2024,9,Sant Andreu,59,el Bon Pastor,13387,3275,7986,2126,0.24464032270112795,0.5965488907148726,0.1588107865839994
2024,9,Sant Andreu,60,Sant Andreu,50728,8554,27187,14987,0.16862482258318878,0.5359367607632866,0.29543841665352466
2024,9,Sant Andreu,61,la Sagrera,26647,4539,14240,7868,0.17033812436672047,0.5343941156602995,0.29526775997298005
2024,9,Sant Andreu,62,el Congrés i els Indians,13034,1928,6965,4141,0.1479208224643241,0.5343716433941997,0.3177075341414761
2024,9,Sant Andreu,63,Navas,19783,3062,10427,6294,0.1547793560127382,0.5270686953444876,0.3181519486427741
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,34847,4742,17222,12883,0.1360805808247482,0.49421757970557006,0.36970183946968177
2024,10,Sant Martí,65,el Clot,23728,3600,12068,8060,0.15171948752528658,0.508597437626433,0.33968307484828053
2024,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,14765,1824,6595,6346,0.12353538774128005,0.4466644090755164,0.4298002031832035
2024,10,Sant Martí,67,la Vila Olímpica del Poblenou,8137,539,2928,4670,0.06624062922452993,0.3598377780508787,0.5739215927245914
2024,10,Sant Martí,68,el Poblenou,29680,3960,13456,12264,0.1334231805929919,0.45336927223719675,0.41320754716981134
2024,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,11300,1375,4903,5022,0.12168141592920353,0.43389380530973454,0.44442477876106196
2024,10,Sant Martí,70,el Besòs i el Maresme,26124,7386,14601,4137,0.2827285254937988,0.5589113458888378,0.15836012861736334
2024,10,Sant Martí,71,Provençals del Poblenou,18547,3213,9618,5716,0.17323556370302476,0.51857443252278,0.3081900037741953
2024,10,Sant Martí,72,Sant Martí de Provençals,23424,4889,12796,5739,0.20871755464480873,0.5462773224043715,0.24500512295081966
2024,10,Sant Martí,73,la Verneda i la Pau,26708,6642,15008,5058,0.24868953122659876,0.5619290100344466,0.18938145873895462
2025,1,Ciutat Vella,1,el Raval,43420,9605,21297,12518,0.2212114233072317,0.49048825426070936,0.28830032243205894
2025,1,Ciutat Vella,2,el Barri Gòtic,26013,5446,12938,7629,0.2093568600315227,0.49736670126475224,0.29327643870372505
2025,1,Ciutat Vella,3,la Barceloneta,13642,2400,6474,4768,0.1759272833895323,0.4745638469432635,0.34950886966720424
2025,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",20786,2758,8449,9579,0.13268546136822862,0.40647551236409124,0.4608390262676802
2025,2,Eixample,5,el Fort Pienc,32869,3673,15022,14174,0.11174663056375309,0.45702637743770724,0.43122699199853964
2025,2,Eixample,6,la Sagrada Família,48204,5258,21564,21382,0.10907808480624015,0.44734876773711724,0.4435731474566426
2025,2,Eixample,7,la Dreta de l'Eixample,40706,2875,14508,23323,0.07062840858841449,0.35640937453937993,0.5729622168722056
2025,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39801,2923,15194,21684,0.07344036581995428,0.38174920228134973,0.544810431898696
2025,2,Eixample,9,la Nova Esquerra de l'Eixample,52873,4854,22018,26001,0.0918048909651429,0.4164318272085942,0.49176328182626294
2025,2,Eixample,10,Sant Antoni,35256,4244,15546,15466,0.1203766734740186,0.44094622191967325,0.43867710460630815
2025,3,Sants-Montjuïc,11,el Poble-sec,36036,6578,17428,12030,0.18253968253968253,0.48362748362748365,0.33383283383283385
2025,3,Sants-Montjuïc,12,la Marina del Prat Vermell,2325,555,1087,683,0.23870967741935484,0.4675268817204301,0.29376344086021505
2025,3,Sants-Montjuïc,13,la Marina de Port,27705,6901,15202,5602,0.24908861216386935,0.5487096192023101,0.2022017686338206
2025,3,Sants-Montjuïc,14,la Font de la Guatlla,9901,1832,4612,3457,0.18503181496818502,0.4658115341884658,0.3491566508433492
2025,3,Sants-Montjuïc,15,Hostafrancs,14865,2304,7039,5522,0.1549949545913219,0.47352842246888666,0.37147662293979145
2025,3,Sants-Montjuïc,16,la Bordeta,18628,3258,9435,5935,0.17489800300622718,0.5064955980244793,0.31860639896929355
2025,3,Sants-Montjuïc,17,Sants - Badal,22517,3970,11290,7257,0.17631123151396721,0.5013989430208287,0.32228982546520407
2025,3,Sants-Montjuïc,18,Sants,41876,6297,20132,15447,0.15037252841723184,0.48075269844302226,0.3688747731397459
2025,4,Les Corts,19,les Corts,41275,3893,17589,19793,0.09431859479103574,0.4261417322834646,0.4795396729254997
2025,4,Les Corts,20,la Maternitat i Sant Ramon,21600,2565,9522,9513,0.11875,0.44083333333333335,0.4404166666666667
2025,4,Les Corts,21,Pedralbes,10545,678,3973,5894,0.06429587482219061,0.37676623992413466,0.5589378852536747
2025,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",4141,418,1844,1879,0.1009418014972229,0.44530306689205507,0.45375513161072206
2025,5,Sarrià-Sant Gervasi,23,Sarrià,20957,1521,7836,11600,0.07257718184854703,0.37390847926707066,0.5535143388843823
2025,5,Sarrià-Sant Gervasi,24,les Tres Torres,13615,789,5045,7781,0.057950789570326844,0.37054719059860447,0.5715020198310686
2025,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,22599,1379,8793,12427,0.06102039913270499,0.38908801274392674,0.5498915881233682
2025,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,42288,2320,15679,24289,0.054861899356791526,0.37076712069617856,0.5743709799470299
2025,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,26405,1472,10074,14859,0.055747017610301076,0.381518651770498,0.5627343306192009
2025,6,Gràcia,28,Vallcarca i els Penitents,14698,1457,6428,6813,0.09912913321540345,0.4373384133895768,0.46353245339501975
2025,6,Gràcia,29,el Coll,7047,1013,3468,2566,0.1437491130977721,0.49212430821626224,0.36412657868596565
2025,6,Gràcia,30,la Salut,12178,1269,5180,5729,0.10420430284118903,0.4253572015109213,0.47043849564788964
2025,6,Gràcia,31,la Vila de Gràcia,46142,4358,17956,23828,0.0944475748775519,0.38914654761388756,0.5164058775085605
2025,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,32691,3167,14254,15270,0.09687681624912055,0.43602214676822365,0.46710103698265576
2025,7,Horta-Guinardó,33,el Baix Guinardó,23595,2942,11542,9111,0.12468743377834286,0.48917143462598006,0.38614113159567703
2025,7,Horta-Guinardó,34,Can Baró,8487,1353,4249,2885,0.15942028985507245,0.5006480499587604,0.3399316601861671
2025,7,Horta-Guinardó,35,el Guinardó,34335,4426,17446,12463,0.1289063637687491,0.5081112567351099,0.362982379496141
2025,7,Horta-Guinardó,36,la Font d'en Fargues,8621,1063,4279,3279,0.12330356107180142,0.4963461315392646,0.380350307388934
2025,7,Horta-Guinardó,37,el Carmel,29328,7020,16920,5388,0.2393617021276596,0.5769230769230769,0.1837152209492635
2025,7,Horta-Guinardó,38,la Teixonera,11084,2341,6170,2573,0.21120534103211838,0.556658246120534,0.23213641284734754
2025,7,Horta-Guinardó,39,Sant Genís dels Agudells,6792,1340,3766,1686,0.1972909305064782,0.5544758539458187,0.24823321554770317
2025,7,Horta-Guinardó,40,Montbau,4753,753,2437,1563,0.15842625710077846,0.5127288028613507,0.3288449400378708
2025,7,Horta-Guinardó,41,la Vall d'Hebron,5304,858,2631,1815,0.16176470588235295,0.49604072398190047,0.3421945701357466
2025,7,Horta-Guinardó,42,la Clota,874,118,409,347,0.13501144164759726,0.4679633867276888,0.39702517162471396
2025,7,Horta-Guinardó,43,Horta,27404,5022,14865,7517,0.1832579185520362,0.5424390599912422,0.27430302145672164
2025,8,Nou Barris,44,Vilapicina i la Torre Llobeta,23445,4269,12769,6407,0.18208573256557903,0.544636383024099,0.273277884410322
2025,8,Nou Barris,45,Porta,27576,6259,15918,5399,0.22697272991006673,0.5772410791993038,0.19578619089062954
2025,8,Nou Barris,46,el Turó de la Peira,14878,3327,8676,2875,0.2236187659631671,0.5831428955504773,0.1932383384863557
2025,8,Nou Barris,47,Can Peguera,1888,658,1026,204,0.3485169491525424,0.5434322033898306,0.10805084745762712
2025,8,Nou Barris,48,la Guineueta,13749,2944,7719,3086,0.21412466361189905,0.5614226489199214,0.2244526874681795
2025,8,Nou Barris,49,Canyelles,6070,1709,3419,942,0.2815485996705107,0.5632619439868204,0.15518945634266887
2025,8,Nou Barris,50,les Roquetes,14638,4227,8592,1819,0.28876895750785625,0.5869654324361252,0.12426561005601858
2025,8,Nou Barris,51,Verdun,11665,3028,6831,1806,0.25957993999142737,0.5855979425632233,0.15482211744534932
2025,8,Nou Barris,52,la Prosperitat,24536,6430,14153,3953,0.26206390609716335,0.5768258884903815,0.16111020541245516
2025,8,Nou Barris,53,la Trinitat Nova,6815,1924,4118,773,0.28231841526045487,0.6042553191489362,0.11342626559060895
2025,8,Nou Barris,54,Torre Baró,2663,909,1443,311,0.34134434847915884,0.5418700713481036,0.11678558017273752
2025,8,Nou Barris,55,Ciutat Meridiana,9316,3191,5336,789,0.34252898239587803,0.5727780163160154,0.08469300128810649
2025,8,Nou Barris,56,Vallbona,1214,429,661,124,0.35337726523887975,0.5444810543657331,0.10214168039538715
2025,9,Sant Andreu,57,la Trinitat Vella,9246,2778,5229,1239,0.30045425048669694,0.5655418559377028,0.13400389357560025
2025,9,Sant Andreu,58,Baró de Viver,2257,755,1290,212,0.334514842711564,0.5715551617190961,0.09392999556933983
2025,9,Sant Andreu,59,el Bon Pastor,13549,3306,8046,2197,0.24400324747213817,0.5938445641744778,0.16215218835338402
2025,9,Sant Andreu,60,Sant Andreu,51213,8424,27212,15577,0.16448948509167594,0.5313494620506513,0.30416105285767286
2025,9,Sant Andreu,61,la Sagrera,27230,4512,14519,8199,0.16569959603378626,0.5331986779287551,0.30110172603745866
2025,9,Sant Andreu,62,el Congrés i els Indians,13268,1859,7037,4372,0.14011154657823335,0.530373831775701,0.3295146216460657
2025,9,Sant Andreu,63,Navas,20156,2979,10524,6653,0.1477971819805517,0.5221274062313951,0.33007541178805316
2025,10,Sant Martí,64,el Camp de l'Arpa del Clot,35636,4701,17406,13529,0.1319171624200247,0.4884386575373218,0.3796441800426535
2025,10,Sant Martí,65,el Clot,24106,3543,12093,8470,0.14697585663320334,0.5016593379241683,0.3513648054426284
2025,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,15328,1915,6759,6654,0.1249347599164927,0.44095772442588727,0.43410751565762007
2025,10,Sant Martí,67,la Vila Olímpica del Poblenou,8197,552,2886,4759,0.06734171038184701,0.3520800292790045,0.5805782603391485
2025,10,Sant Martí,68,el Poblenou,30023,3875,13443,12705,0.12906771475202344,0.44775671984811644,0.4231755653998601
2025,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,11548,1422,4891,5235,0.12313820574991341,0.4235365431243505,0.4533252511257361
2025,10,Sant Martí,70,el Besòs i el Maresme,26451,7331,14725,4395,0.27715398283618764,0.5566897281766284,0.16615628898718385
2025,10,Sant Martí,71,Provençals del Poblenou,18920,3219,9722,5979,0.17013742071881607,0.5138477801268498,0.31601479915433406
2025,10,Sant Martí,72,Sant Martí de Provençals,23866,4783,12961,6122,0.20041062599513954,0.5430738288779016,0.25651554512695884
2025,10,Sant Martí,73,la Verneda i la Pau,27548,6566,15543,5439,0.23834761144184696,0.564215188035429,0.19743720052272398
