Any,Codi_Barri,Nom_Barri,Codi_Districte,Nom_Districte,total_locals,n_buits,n_comerc,n_serveis,n_reforma,pct_buits,pct_comerc,pct_serveis
2024,17,Sants - Badal,3,Sants-Montjuïc,810,97,248,368,0,11.975308641975309,30.617283950617285,45.4320987654321
2024,18,Sants,3,Sants-Montjuïc,1879,177,557,900,0,9.419904204364023,29.643427354976048,47.89781798829165
2024,19,les Corts,4,Les Corts,2181,198,630,1166,0,9.07840440165062,28.885832187070154,53.461714809720306
2024,20,la Maternitat i Sant Ramon,4,Les Corts,799,90,174,456,0,11.264080100125156,21.777221526908637,57.07133917396746
2024,21,Pedralbes,4,Les Corts,278,13,59,173,0,4.676258992805756,21.223021582733814,62.23021582733813
2024,22,"Vallvidrera, el Tibidabo i les Planes",5,Sarrià-Sant Gervasi,74,3,11,44,0,4.054054054054054,14.864864864864865,59.45945945945946
2024,23,Sarrià,5,Sarrià-Sant Gervasi,1049,98,309,541,0,9.342230695900858,29.45662535748332,51.57292659675882
2024,24,les Tres Torres,5,Sarrià-Sant Gervasi,487,33,110,308,0,6.7761806981519515,22.587268993839835,63.244353182751546
2024,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,1183,83,322,668,0,7.016060862214708,27.218934911242602,56.46661031276415
2024,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,2947,265,1071,1431,0,8.992195453003054,36.342042755344416,48.55785544621649
2024,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,1164,137,273,622,0,11.76975945017182,23.45360824742268,53.43642611683849
2024,28,Vallcarca i els Penitents,6,Gràcia,411,37,106,226,0,9.002433090024331,25.790754257907544,54.98783454987834
2024,29,el Coll,6,Gràcia,111,17,28,42,0,15.315315315315313,25.225225225225223,37.83783783783784
2024,30,la Salut,6,Gràcia,418,43,153,187,0,10.287081339712918,36.60287081339713,44.73684210526316
2024,31,la Vila de Gràcia,6,Gràcia,3645,341,1173,1712,0,9.355281207133059,32.181069958847736,46.96844993141289
2024,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,1511,129,535,684,0,8.537392455327597,35.407015221707475,45.268034414295165
2024,33,el Baix Guinardó,7,Horta-Guinardó,770,74,194,428,0,9.61038961038961,25.19480519480519,55.58441558441558
2024,34,Can Baró,7,Horta-Guinardó,165,21,41,85,0,12.727272727272727,24.848484848484848,51.515151515151516
2024,35,el Guinardó,7,Horta-Guinardó,1269,169,282,639,0,13.317572892040976,22.22222222222222,50.35460992907801
2024,36,la Font d'en Fargues,7,Horta-Guinardó,109,16,20,65,0,14.678899082568808,18.34862385321101,59.63302752293578
2024,37,el Carmel,7,Horta-Guinardó,822,69,290,369,0,8.394160583941606,35.27980535279806,44.89051094890511
2024,38,la Teixonera,7,Horta-Guinardó,221,31,77,85,0,14.027149321266968,34.841628959276015,38.46153846153847
2024,39,Sant Genís dels Agudells,7,Horta-Guinardó,105,5,25,63,0,4.761904761904762,23.809523809523807,60
2024,40,Montbau,7,Horta-Guinardó,115,9,26,64,0,7.82608695652174,22.608695652173914,55.65217391304348
2024,41,la Vall d'Hebron,7,Horta-Guinardó,129,9,15,74,0,6.976744186046512,11.627906976744185,57.36434108527132
2024,42,la Clota,7,Horta-Guinardó,13,1,0,4,0,7.6923076923076925,0,30.76923076923077
2024,43,Horta,7,Horta-Guinardó,923,81,336,397,0,8.775731310942579,36.403033586132175,43.01191765980498
2024,44,Vilapicina i la Torre Llobeta,8,Nou Barris,1013,81,279,546,0,7.996051332675222,27.541954590325762,53.89930898321816
2024,45,Porta,8,Nou Barris,870,83,263,434,0,9.540229885057471,30.22988505747126,49.88505747126437
2024,46,el Turó de la Peira,8,Nou Barris,437,36,181,174,0,8.237986270022883,41.41876430205949,39.816933638443935
2024,47,Can Peguera,8,Nou Barris,20,3,3,9,0,15,15,45
2024,48,la Guineueta,8,Nou Barris,350,30,99,177,0,8.571428571428571,28.285714285714285,50.57142857142857
2024,49,Canyelles,8,Nou Barris,124,5,49,58,0,4.032258064516129,39.516129032258064,46.774193548387096
2024,50,les Roquetes,8,Nou Barris,345,41,131,141,0,11.884057971014492,37.971014492753625,40.869565217391305
2024,51,Verdun,8,Nou Barris,479,50,174,215,0,10.438413361169102,36.32567849686848,44.88517745302714
2024,52,la Prosperitat,8,Nou Barris,908,96,244,450,0,10.572687224669604,26.87224669603524,49.55947136563877
2024,53,la Trinitat Nova,8,Nou Barris,90,4,36,37,0,4.444444444444445,40,41.11111111111111
2024,54,Torre Baró,8,Nou Barris,25,0,5,11,0,0,20,44
2024,55,Ciutat Meridiana,8,Nou Barris,161,16,62,71,0,9.937888198757763,38.50931677018634,44.099378881987576
2024,56,Vallbona,8,Nou Barris,24,3,5,9,0,12.5,20.833333333333336,37.5
2024,57,la Trinitat Vella,9,Sant Andreu,205,26,57,90,0,12.682926829268293,27.80487804878049,43.90243902439025
2024,58,Baró de Viver,9,Sant Andreu,43,5,8,23,0,11.627906976744185,18.6046511627907,53.48837209302325
2024,59,el Bon Pastor,9,Sant Andreu,881,55,280,322,0,6.242905788876277,31.782065834279226,36.54937570942111
2024,60,Sant Andreu,9,Sant Andreu,2055,203,576,1006,0,9.878345498783455,28.029197080291972,48.95377128953771
2024,61,la Sagrera,9,Sant Andreu,779,82,230,394,0,10.526315789473683,29.52503209242619,50.57766367137355
2024,62,el Congrés i els Indians,9,Sant Andreu,587,53,132,326,0,9.028960817717206,22.487223168654175,55.5366269165247
2024,63,Navas,9,Sant Andreu,644,51,192,342,0,7.919254658385093,29.81366459627329,53.105590062111794
2024,64,el Camp de l'Arpa del Clot,10,Sant Martí,1433,132,397,728,0,9.211444521981857,27.704117236566645,50.80251221214236
2024,65,el Clot,10,Sant Martí,922,95,286,446,0,10.303687635574837,31.019522776572668,48.37310195227766
2024,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,835,69,192,486,0,8.263473053892216,22.994011976047904,58.203592814371255
2024,67,la Vila Olímpica del Poblenou,10,Sant Martí,415,49,72,245,0,11.80722891566265,17.349397590361445,59.036144578313255
2024,68,el Poblenou,10,Sant Martí,1623,104,456,864,0,6.40788662969809,28.09611829944547,53.23475046210721
2024,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,489,36,145,268,0,7.361963190184049,29.65235173824131,54.805725971370144
2024,70,el Besòs i el Maresme,10,Sant Martí,503,32,170,253,0,6.36182902584493,33.79721669980119,50.29821073558648
2024,71,Provençals del Poblenou,10,Sant Martí,634,59,122,340,0,9.305993690851736,19.242902208201894,53.62776025236593
2024,72,Sant Martí de Provençals,10,Sant Martí,720,44,231,360,0,6.111111111111111,32.083333333333336,50
2024,73,la Verneda i la Pau,10,Sant Martí,991,110,273,416,0,11.099899091826437,27.547931382441977,41.97780020181634
