Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,total_habitatges,n_fisica,n_juridica,n_public,n_comunitat,n_altres,n_no_consta,pct_fisica,pct_juridica,pct_public,pct_comunitat,pct_altres,pct_no_consta
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",14481,10249,3089,893,0,73,177,0.7077549892963193,0.21331399765209585,0.06166701194668876,0,0.005041088322629653,0.012222912782266417
2020,2,Eixample,5,el Fort Pienc,15168,12205,2677,36,0,51,199,0.8046545358649789,0.1764899789029536,0.0023734177215189874,0,0.003362341772151899,0.013119725738396624
2020,2,Eixample,6,la Sagrada Família,26513,22786,3345,45,0,26,311,0.8594274506845698,0.1261645230641572,0.0016972805793384377,0,9.806510013955418e-4,0.01173009467053898
2020,2,Eixample,7,la Dreta de l'Eixample,25390,18447,6412,65,0,105,361,0.7265458842063804,0.2525403702244978,0.0025600630169358013,0,0.0041354864119732175,0.014218196140212682
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23532,18557,4472,11,0,118,374,0.7885857555668876,0.19003909569947305,4.674485806561278e-4,0,0.005014448410674826,0.015893251742308347
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,29766,25475,3809,65,0,48,369,0.8558422361083114,0.12796479204461467,0.002183699522945643,0,0.001612578109252167,0.012396694214876033
2020,2,Eixample,10,Sant Antoni,19488,16382,2608,94,0,20,384,0.84061986863711,0.13382594417077176,0.004823481116584565,0,0.001026272577996716,0.019704433497536946
2020,3,Sants-Montjuïc,11,el Poble-sec,18569,15830,2142,322,0,36,239,0.8524960956432764,0.11535354623296892,0.017340729172276373,0,0.0019387150627389737,0.012870913888739297
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell,776,492,167,109,0,0,8,0.634020618556701,0.21520618556701032,0.1404639175257732,0,0,0.010309278350515464
2020,3,Sants-Montjuïc,13,la Marina de Port,13335,11728,617,861,0,24,105,0.8794900637420322,0.046269216347956506,0.06456692913385827,0,0.0017997750281214847,0.007874015748031496
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,4917,4542,304,14,0,4,53,0.9237339841366687,0.06182631685987391,0.002847264592231035,0,8.135041692088672e-4,0.01077893024201749
2020,3,Sants-Montjuïc,15,Hostafrancs,8038,6834,1071,27,0,4,102,0.8502114953968649,0.13324210002488182,0.0033590445384423986,0,4.976362279173924e-4,0.012689723811893506
2020,3,Sants-Montjuïc,16,la Bordeta,8839,8188,517,17,0,28,89,0.9263491345174794,0.058490779499943434,0.0019232944903269601,0,0.0031677791605385225,0.010069012331711731
2020,3,Sants-Montjuïc,17,Sants - Badal,11746,10636,896,38,0,26,150,0.9054997445939043,0.07628128724672228,0.0032351438787672398,0,0.0022135194959986377,0.012770304784607526
2020,3,Sants-Montjuïc,18,Sants,21045,18414,2293,61,0,16,261,0.8749821810406272,0.10895699691138037,0.002898550724637681,0,7.602755999049656e-4,0.01240199572344975
2020,4,Les Corts,19,les Corts,23114,20437,2257,163,0,20,237,0.8841827463874707,0.09764644804014883,0.007052003114995241,0,8.652764558276369e-4,0.010253526001557498
2020,4,Les Corts,20,la Maternitat i Sant Ramon,11738,10404,1076,138,0,6,114,0.8863520190833192,0.09166808655648322,0.011756687681035952,0,5.111603339580849e-4,0.009712046345203612
2020,4,Les Corts,21,Pedralbes,6099,4731,1212,84,0,15,57,0.7757009345794392,0.1987211018199705,0.013772749631087064,0,0.002459419576979833,0.009345794392523364
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3044,2745,254,10,0,4,31,0.9017739816031537,0.08344283837056504,0.0032851511169513796,0,0.001314060446780552,0.010183968462549276
2020,5,Sarrià-Sant Gervasi,23,Sarrià,12655,10645,1755,48,0,40,167,0.8411694982220467,0.13868036349269064,0.0037929672066376926,0,0.0031608060055314103,0.013196365073093639
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,7034,5647,1306,22,0,5,54,0.8028148990617003,0.18566960477679842,0.0031276656241114587,0,7.108330963889679e-4,0.007676997441000853
2020,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,12658,9883,2537,38,0,57,143,0.7807710538789698,0.20042660767893822,0.0030020540369726655,0,0.004503081055458998,0.011297203349660294
2020,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,25097,19914,4907,7,0,33,236,0.7934812925847711,0.19552137705701877,2.7891779894011236e-4,0,0.0013148981950033868,0.009403514364266645
2020,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,16314,13404,2611,21,0,57,221,0.8216255976461935,0.16004658575456662,0.0012872379551305626,0,0.003493931592497242,0.013546647051612112
2020,6,Gràcia,28,Vallcarca i els Penitents,9040,7625,1129,179,0,7,100,0.8434734513274337,0.12488938053097345,0.01980088495575221,0,7.743362831858407e-4,0.011061946902654867
2020,6,Gràcia,29,el Coll,3959,3522,336,49,0,8,44,0.8896185905531699,0.08486991664561758,0.012376862844152564,0,0.002020712301086133,0.011113917655973731
2020,6,Gràcia,30,la Salut,6890,6031,772,9,0,5,73,0.8753265602322207,0.11204644412191582,0.0013062409288824384,0,7.25689404934688e-4,0.010595065312046445
2020,6,Gràcia,31,la Vila de Gràcia,30894,25405,4511,65,0,118,795,0.8223279601217065,0.14601540752249628,0.002103968408105134,0,0.0038195118793293197,0.02573315206836279
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,18403,16065,2107,18,0,10,203,0.8729554963864588,0.11449220235831115,9.781013965114384e-4,0,5.433896647285769e-4,0.01103081019399011
2020,7,Horta-Guinardó,33,el Baix Guinardó,12508,11040,1094,246,0,8,120,0.8826351135273425,0.08746402302526383,0.019667412855772306,0,6.395906619763352e-4,0.009593859929645027
2020,7,Horta-Guinardó,34,Can Baró,4839,4422,283,42,0,6,86,0.9138251704897706,0.058483157677206035,0.008679479231246125,0,0.0012399256044637321,0.017772266997313494
2020,7,Horta-Guinardó,35,el Guinardó,18820,16662,1801,23,0,31,303,0.8853347502656748,0.09569606801275239,0.0012221041445270987,0,0.001647183846971307,0.01609989373007439
2020,7,Horta-Guinardó,36,la Font d'en Fargues,5323,5027,235,20,0,1,40,0.9443922600037573,0.04414803682134135,0.0037572797294758596,0,1.8786398647379298e-4,0.007514559458951719
2020,7,Horta-Guinardó,37,el Carmel,15508,14033,925,188,0,20,342,0.9048877998452411,0.05964663399535723,0.012122775341759092,0,0.0012896569512509672,0.02205313386639154
2020,7,Horta-Guinardó,38,la Teixonera,5983,5449,381,85,0,5,63,0.9107471168310213,0.06368042787899048,0.014206919605549055,0,8.357011532675915e-4,0.010529834531171654
2020,7,Horta-Guinardó,39,Sant Genís dels Agudells,3469,2797,587,46,0,6,33,0.8062842317670799,0.16921302969155377,0.013260305563562986,0,0.0017296050735082155,0.009512827904295185
2020,7,Horta-Guinardó,40,Montbau,2562,2470,68,9,0,2,13,0.9640905542544886,0.02654176424668228,0.00351288056206089,0,7.8064012490242e-4,0.00507416081186573
2020,7,Horta-Guinardó,41,la Vall d'Hebron,2655,2442,93,92,0,8,20,0.919774011299435,0.03502824858757062,0.03465160075329567,0,0.0030131826741996233,0.007532956685499058
2020,7,Horta-Guinardó,42,la Clota,419,319,66,21,0,4,9,0.7613365155131265,0.1575178997613365,0.050119331742243436,0,0.00954653937947494,0.021479713603818614
2020,7,Horta-Guinardó,43,Horta,13491,12383,941,28,0,8,131,0.9178711733748425,0.06975020383959676,0.0020754577125491067,0,5.929879178711734e-4,0.009710177155140463
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,12267,11450,689,10,0,8,110,0.9333985489524741,0.05616695198500041,8.151952392598027e-4,0,6.521561914078421e-4,0.00896714763185783
2020,8,Nou Barris,45,Porta,11507,10146,886,341,0,2,132,0.8817241678978014,0.07699661075866863,0.029634135743460504,0,1.7380724776223168e-4,0.01147127835230729
2020,8,Nou Barris,46,el Turó de la Peira,7059,5538,1274,196,0,7,44,0.7845303867403315,0.18047882136279927,0.027765972517353733,0,9.916418756197763e-4,0.006233177503895736
2020,8,Nou Barris,47,Can Peguera,1047,212,99,735,0,1,0,0.20248328557784145,0.09455587392550144,0.7020057306590258,0,9.551098376313276e-4,0
2020,8,Nou Barris,48,la Guineueta,6801,5983,739,37,0,1,41,0.879723570063226,0.10866049110424937,0.005440376415233054,0,1.4703720041170417e-4,0.006028525216879871
2020,8,Nou Barris,49,Canyelles,2919,2793,19,47,0,5,55,0.9568345323741008,0.006509078451524495,0.016101404590613225,0,0.0017129153819801302,0.01884206920178143
2020,8,Nou Barris,50,les Roquetes,7083,6389,457,101,0,13,123,0.902018918537343,0.06452068332627418,0.014259494564450092,0,0.0018353804884935763,0.01736552308343922
2020,8,Nou Barris,51,Verdun,5918,5372,268,211,0,8,59,0.9077391010476512,0.045285569449138224,0.03565393714092599,0,0.0013518080432578573,0.009969584319026698
2020,8,Nou Barris,52,la Prosperitat,12197,11308,480,224,0,27,158,0.9271132245634173,0.03935393949331803,0.018365171763548415,0,0.002213659096499139,0.012954005083217184
2020,8,Nou Barris,53,la Trinitat Nova,3650,2875,158,590,0,9,18,0.7876712328767124,0.04328767123287671,0.16164383561643836,0,0.002465753424657534,0.004931506849315068
2020,8,Nou Barris,54,Torre Baró,1700,1121,253,269,0,4,53,0.6594117647058824,0.14882352941176472,0.15823529411764706,0,0.002352941176470588,0.031176470588235295
2020,8,Nou Barris,55,Ciutat Meridiana,3957,3326,462,76,0,35,58,0.8405357594136973,0.11675511751326763,0.0192064695476371,0,0.008845084660096033,0.014657568865301996
2020,8,Nou Barris,56,Vallbona,845,584,34,215,0,0,12,0.6911242603550296,0.040236686390532544,0.25443786982248523,0,0,0.014201183431952662
2020,9,Sant Andreu,57,la Trinitat Vella,4195,3558,449,106,0,19,63,0.8481525625744935,0.10703218116805721,0.02526817640047676,0,0.004529201430274136,0.015017878426698451
2020,9,Sant Andreu,58,Baró de Viver,1112,844,21,239,0,1,7,0.7589928057553957,0.018884892086330936,0.21492805755395683,0,8.992805755395684e-4,0.006294964028776978
2020,9,Sant Andreu,59,el Bon Pastor,5097,4341,308,410,0,6,32,0.85167745732784,0.0604277025701393,0.0804394742005101,0,0.0011771630370806356,0.006278202864430057
2020,9,Sant Andreu,60,Sant Andreu,29217,26381,1706,874,0,37,219,0.902933223808057,0.05839066297018859,0.02991409111133929,0,0.0012663860081459425,0.007495636102269227
2020,9,Sant Andreu,61,la Sagrera,13493,10958,2359,58,0,9,109,0.8121248054546802,0.17483139405617729,0.004298525161194694,0,6.670125250129697e-4,0.008078262802934855
2020,9,Sant Andreu,62,el Congrés i els Indians,7056,6399,570,2,0,10,75,0.9068877551020408,0.08078231292517007,2.834467120181406e-4,0,0.001417233560090703,0.010629251700680272
2020,9,Sant Andreu,63,Navas,10273,9337,689,160,0,7,80,0.9088873746714689,0.06706901586683539,0.015574807748466854,0,6.813978389954249e-4,0.007787403874233427
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,19958,17507,2066,57,0,37,291,0.877192103417176,0.10351738651167451,0.002855997594949394,0,0.0018538931756689047,0.014580619300531115
2020,10,Sant Martí,65,el Clot,12420,10816,1359,91,0,21,133,0.87085346215781,0.10942028985507246,0.007326892109500805,0,0.0016908212560386474,0.0107085346215781
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,7594,6669,717,137,0,9,62,0.8781933105082961,0.09441664471951541,0.018040558335528048,0,0.00118514616802739,0.008164340268633132
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,4653,4090,464,71,0,1,27,0.8790027938964109,0.09972061035890824,0.015258972705781216,0,2.149151085321298e-4,0.005802707930367505
2020,10,Sant Martí,68,el Poblenou,16638,14356,1803,234,0,61,184,0.8628440918379613,0.10836639019112874,0.014064190407500902,0,0.003666306046399808,0.011059021517009255
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,6296,5358,716,183,0,3,36,0.8510165184243964,0.11372299872935197,0.029066073697585768,0,4.764930114358323e-4,0.005717916137229987
2020,10,Sant Martí,70,el Besòs i el Maresme,9763,8657,713,262,0,40,91,0.8867151490320598,0.07303083068728874,0.02683601352043429,0,0.004097101300829663,0.009320905459387484
2020,10,Sant Martí,71,Provençals del Poblenou,8780,7766,656,278,0,3,77,0.8845102505694761,0.07471526195899772,0.0316628701594533,0,3.416856492027335e-4,0.00876993166287016
2020,10,Sant Martí,72,Sant Martí de Provençals,11694,11083,511,16,0,8,76,0.9477509834102958,0.04369762271250214,0.0013682230203523175,0,6.841115101761587e-4,0.006499059346673508
2020,10,Sant Martí,73,la Verneda i la Pau,13067,12393,271,264,0,11,128,0.9484196831713476,0.020739266855437363,0.020203566235555217,0,8.418152598148006e-4,0.009795668477844953
2021,1,Ciutat Vella,1,el Raval,23349,16017,5114,1775,0,80,363,0.6859822690479249,0.2190243693520065,0.07602038631204762,0,0.0034262709323739774,0.015546704355646923
2021,1,Ciutat Vella,2,el Barri Gòtic,10484,6872,3160,264,0,80,108,0.6554750095383441,0.30141167493323157,0.02518122853872568,0,0.007630675314765357,0.01030141167493323
2021,1,Ciutat Vella,3,la Barceloneta,9223,7236,1545,347,0,10,85,0.7845603382847229,0.16751599262712782,0.03762333297191803,0,0.0010842459069717013,0.00921609020925946
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",14612,10381,3129,893,0,73,136,0.7104434711196277,0.2141390637831919,0.06111415275116343,0,0.004995893785929373,0.0093074185600876
2021,2,Eixample,5,el Fort Pienc,15386,12379,2790,36,0,50,131,0.804562589366957,0.1813336799688028,0.0023397894189522944,0,0.003249707526322631,0.008514233718965293
2021,2,Eixample,6,la Sagrada Família,27051,23161,3620,43,0,26,201,0.8561975527706924,0.13382130050645077,0.001589590033640161,0,9.611474622010276e-4,0.007430409227015637
2021,2,Eixample,7,la Dreta de l'Eixample,26618,19194,7014,92,0,103,215,0.7210909910586821,0.2635058982643324,0.003456307761665039,0,0.0038695619505597716,0.008077240964760687
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,24175,18971,4811,11,0,120,262,0.7847362978283351,0.19900723888314376,4.5501551189245087e-4,0,0.004963805584281282,0.010837642192347466
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,30107,25807,3912,63,0,48,277,0.8571760720098316,0.1299365596040788,0.0020925366193908393,0,0.0015943136147739728,0.009200518151924802
2021,2,Eixample,10,Sant Antoni,20120,16792,2941,105,0,20,262,0.8345924453280318,0.14617296222664017,0.005218687872763419,0,9.940357852882703e-4,0.013021868787276342
2021,3,Sants-Montjuïc,11,el Poble-sec,19216,16362,2329,321,0,35,169,0.8514779350541216,0.12120108243130724,0.016704829308909243,0,0.001821398834304746,0.008794754371357202
2021,3,Sants-Montjuïc,12,la Marina del Prat Vermell,843,553,173,109,0,0,8,0.6559905100830368,0.20521945432977462,0.12930011862396204,0,0,0.009489916963226572
2021,3,Sants-Montjuïc,13,la Marina de Port,13332,11740,624,867,0,22,79,0.8805880588058805,0.046804680468046804,0.06503150315031503,0,0.0016501650165016502,0.005925592559255926
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,5072,4591,427,14,0,4,36,0.9051656151419558,0.08418769716088328,0.0027602523659305996,0,7.886435331230284e-4,0.007097791798107256
2021,3,Sants-Montjuïc,15,Hostafrancs,8192,6941,1147,27,0,4,73,0.8472900390625,0.1400146484375,0.0032958984375,0,4.8828125e-4,0.0089111328125
2021,3,Sants-Montjuïc,16,la Bordeta,8946,8269,560,30,0,25,62,0.9243237200983679,0.06259780907668232,0.00335345405767941,0,0.002794545048066175,0.0069304717192041135
2021,3,Sants-Montjuïc,17,Sants - Badal,11876,10720,942,41,0,29,144,0.9026608285618053,0.07931963624115863,0.003452340855506905,0,0.002441899629504884,0.01212529471202425
2021,3,Sants-Montjuïc,18,Sants,21295,18662,2377,76,0,14,166,0.8763559521014322,0.1116224465837051,0.0035689128903498473,0,6.574313219065509e-4,0.007795257102606245
2021,4,Les Corts,19,les Corts,23309,20556,2401,200,0,19,133,0.8818911150199493,0.10300742202582694,0.008580376678536188,0,8.151357844609379e-4,0.005705950491226565
2021,4,Les Corts,20,la Maternitat i Sant Ramon,11791,10530,1046,138,0,6,71,0.8930540242557883,0.08871172928504792,0.011703841913323722,0,5.0886269188364e-4,0.006021541853956407
2021,4,Les Corts,21,Pedralbes,6105,4795,1175,83,0,15,37,0.7854217854217854,0.19246519246519248,0.013595413595413596,0,0.002457002457002457,0.006060606060606061
2021,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3069,2768,260,13,0,4,24,0.9019224503095471,0.08471814923427827,0.004235907461713913,0,0.0013033561420658195,0.007820136852394917
2021,5,Sarrià-Sant Gervasi,23,Sarrià,12714,10750,1778,45,0,40,101,0.8455246185307534,0.1398458392323423,0.0035394053798961773,0,0.003146138115463269,0.007943998741544753
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,7072,5680,1320,22,0,6,44,0.8031674208144797,0.18665158371040724,0.003110859728506787,0,8.484162895927602e-4,0.006221719457013574
2021,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,12707,9932,2599,37,0,44,95,0.7816164318879358,0.20453293460297473,0.002911780908160856,0,0.0034626583772723696,0.007476194223656253
2021,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,25392,19981,5217,16,0,33,145,0.78690138626339,0.20545841209829868,6.30119722747322e-4,0,0.0012996219281663517,0.005710459987397606
2021,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,16525,13569,2738,21,0,53,144,0.8211195158850227,0.16568835098335855,0.0012708018154311649,0,0.0032072617246596065,0.008714069591527988
2021,6,Gràcia,28,Vallcarca i els Penitents,9093,7697,1138,182,0,7,69,0.846475310678544,0.1251512152204993,0.020015396458814474,0,7.698229407236335e-4,0.007588254701418674
2021,6,Gràcia,29,el Coll,3986,3583,311,52,0,7,33,0.8988961364776719,0.07802308078273959,0.013045659809332665,0,0.0017561465127947818,0.008278976417461115
2021,6,Gràcia,30,la Salut,6961,6101,789,8,0,8,55,0.8764545323947709,0.11334578365177417,0.0011492601637695732,0,0.0011492601637695732,0.007901163625915817
2021,6,Gràcia,31,la Vila de Gràcia,31703,26105,4877,59,0,131,531,0.8234236507586032,0.15383402201684382,0.0018610226161561998,0,0.004132101062990884,0.016749203545405798
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,18655,16255,2230,20,0,10,140,0.8713481640310908,0.11953899758777807,0.0010720986330742428,0,5.360493165371214e-4,0.0075046904315197
2021,7,Horta-Guinardó,33,el Baix Guinardó,12598,11167,1096,250,0,10,75,0.8864105413557708,0.08699793618034608,0.019844419749166533,0,7.937767899666614e-4,0.00595332592474996
2021,7,Horta-Guinardó,34,Can Baró,4874,4462,292,43,0,5,72,0.9154698399671728,0.059909725071809604,0.00882232252769799,0,0.0010258514567090685,0.014772260976610586
2021,7,Horta-Guinardó,35,el Guinardó,18966,16815,1894,24,0,30,203,0.8865865232521354,0.09986291258040704,0.0012654223347042075,0,0.0015817779183802593,0.010703363914373088
2021,7,Horta-Guinardó,36,la Font d'en Fargues,5360,5083,230,19,0,1,27,0.9483208955223881,0.04291044776119403,0.0035447761194029852,0,1.8656716417910448e-4,0.005037313432835821
2021,7,Horta-Guinardó,37,el Carmel,15534,14166,947,190,0,19,212,0.9119351100811124,0.060963048796189,0.012231234710956612,0,0.0012231234710956612,0.013647482940646324
2021,7,Horta-Guinardó,38,la Teixonera,6001,5474,391,89,0,4,43,0.9121813031161473,0.06515580736543909,0.014830861523079487,0,6.665555740709882e-4,0.0071654724212631225
2021,7,Horta-Guinardó,39,Sant Genís dels Agudells,3482,2751,648,49,0,6,28,0.7900631820792647,0.1860999425617461,0.014072372199885124,0,0.0017231476163124641,0.0080413555427915
2021,7,Horta-Guinardó,40,Montbau,2562,2471,74,9,0,2,6,0.9644808743169399,0.02888368462138954,0.00351288056206089,0,7.8064012490242e-4,0.00234192037470726
2021,7,Horta-Guinardó,41,la Vall d'Hebron,2655,2451,92,92,0,12,8,0.9231638418079096,0.03465160075329567,0.03465160075329567,0,0.004519774011299435,0.0030131826741996233
2021,7,Horta-Guinardó,42,la Clota,416,315,66,23,0,4,8,0.7572115384615384,0.15865384615384615,0.055288461538461536,0,0.009615384615384616,0.019230769230769232
2021,7,Horta-Guinardó,43,Horta,13544,12460,953,32,0,8,91,0.9199645599527466,0.07036326048434731,0.002362669816893089,0,5.906674542232723e-4,0.006718842291789723
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,12306,11477,736,10,0,9,74,0.9326344872419958,0.05980822363074923,8.126117341134406e-4,0,7.313505607020966e-4,0.0060133268324394605
2021,8,Nou Barris,45,Porta,11519,10197,870,341,0,2,109,0.8852330931504471,0.07552738953034117,0.029603264172237173,0,1.7362618282837052e-4,0.009462626964146193
2021,8,Nou Barris,46,el Turó de la Peira,7056,5542,1269,209,0,6,30,0.7854308390022676,0.1798469387755102,0.02962018140589569,0,8.503401360544217e-4,0.004251700680272109
2021,8,Nou Barris,47,Can Peguera,1047,212,99,735,0,1,0,0.20248328557784145,0.09455587392550144,0.7020057306590258,0,9.551098376313276e-4,0
2021,8,Nou Barris,48,la Guineueta,6801,5996,746,35,0,1,23,0.8816350536685782,0.1096897515071313,0.0051463020144096455,0,1.4703720041170417e-4,0.0033818556094691956
2021,8,Nou Barris,49,Canyelles,2920,2810,18,48,0,5,39,0.9623287671232876,0.0061643835616438354,0.01643835616438356,0,0.0017123287671232876,0.013356164383561644
2021,8,Nou Barris,50,les Roquetes,7103,6420,463,114,0,13,93,0.9038434464310855,0.06518372518654089,0.016049556525411797,0,0.0018302125862311698,0.013093059270730676
2021,8,Nou Barris,51,Verdun,5934,5392,274,217,0,8,43,0.9086619480957195,0.04617458712504213,0.03656892483990563,0,0.0013481631277384564,0.007246376811594203
2021,8,Nou Barris,52,la Prosperitat,12208,11314,519,230,0,25,120,0.9267693315858454,0.04251310615989515,0.01884010484927916,0,0.0020478374836173,0.009829619921363041
2021,8,Nou Barris,53,la Trinitat Nova,3649,2860,153,611,0,8,17,0.7837763770896136,0.04192929569745136,0.16744313510550835,0,0.0021923814743765417,0.004658810633050151
2021,8,Nou Barris,54,Torre Baró,1701,1131,254,268,0,4,44,0.6649029982363316,0.1493239271017049,0.157554379776602,0,0.0023515579071134627,0.02586713697824809
2021,8,Nou Barris,55,Ciutat Meridiana,3957,3342,427,115,0,32,41,0.844579226686884,0.10791003285317159,0.029062421026029822,0,0.008086934546373515,0.010361384887541066
2021,8,Nou Barris,56,Vallbona,845,584,32,215,0,2,12,0.6911242603550296,0.0378698224852071,0.25443786982248523,0,0.002366863905325444,0.014201183431952662
2021,9,Sant Andreu,57,la Trinitat Vella,4198,3570,443,123,0,15,47,0.8504049547403526,0.10552644116245831,0.029299666507860887,0,0.0035731300619342545,0.011195807527393997
2021,9,Sant Andreu,58,Baró de Viver,1112,847,22,239,0,1,3,0.7616906474820144,0.019784172661870502,0.21492805755395683,0,8.992805755395684e-4,0.002697841726618705
2021,9,Sant Andreu,59,el Bon Pastor,5265,4349,324,559,0,7,26,0.8260208926875594,0.06153846153846154,0.10617283950617284,0,0.0013295346628679962,0.0049382716049382715
2021,9,Sant Andreu,60,Sant Andreu,29316,26580,1666,891,0,37,142,0.9066721244371674,0.05682903533906399,0.030392959476054034,0,0.00126210942829854,0.004843771319416018
2021,9,Sant Andreu,61,la Sagrera,13520,11040,2357,59,0,8,56,0.8165680473372781,0.17433431952662723,0.004363905325443787,0,5.91715976331361e-4,0.004142011834319527
2021,9,Sant Andreu,62,el Congrés i els Indians,7063,6399,608,2,0,10,44,0.9059889565340506,0.08608240124592949,2.831657935721365e-4,0,0.0014158289678606825,0.006229647458587003
2021,9,Sant Andreu,63,Navas,10367,9426,723,161,0,7,50,0.9092312144304042,0.0697405228127713,0.015530047265361242,0,6.752194463200541e-4,0.004822996045143243
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,20092,17703,2097,57,0,29,206,0.8810969540115469,0.10436989846705157,0.002836950029862632,0,0.0014433605415090584,0.010252836950029863
2021,10,Sant Martí,65,el Clot,12475,10891,1390,92,0,21,81,0.8730260521042085,0.11142284569138276,0.007374749498997996,0,0.0016833667334669338,0.006492985971943888
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,7760,6751,830,137,0,9,33,0.8699742268041237,0.10695876288659793,0.01765463917525773,0,0.0011597938144329897,0.0042525773195876285
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,4657,4122,446,71,0,1,17,0.8851191754348293,0.09576980888984325,0.015245866437620785,0,2.1473051320592657e-4,0.0036504187245007514
2021,10,Sant Martí,68,el Poblenou,16889,14592,1835,238,0,61,163,0.8639943158268696,0.10865060098288827,0.014092012552548997,0,0.003611818343300373,0.0096512522943928
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,6330,5420,702,183,0,2,23,0.8562401263823065,0.11090047393364928,0.02890995260663507,0,3.15955766192733e-4,0.0036334913112164298
2021,10,Sant Martí,70,el Besòs i el Maresme,9764,8734,649,274,0,39,68,0.894510446538304,0.06646866038508809,0.02806226956165506,0,0.003994264645637034,0.006964358869315854
2021,10,Sant Martí,71,Provençals del Poblenou,8960,7888,711,323,0,3,35,0.8803571428571428,0.07935267857142857,0.03604910714285714,0,3.348214285714286e-4,0.00390625
2021,10,Sant Martí,72,Sant Martí de Provençals,11712,11131,504,17,0,7,53,0.9503927595628415,0.0430327868852459,0.0014515027322404373,0,5.976775956284153e-4,0.004525273224043716
2021,10,Sant Martí,73,la Verneda i la Pau,13077,12452,280,259,0,11,75,0.9522061634931559,0.021411638755066145,0.019805765848436185,0,8.411715225204558e-4,0.005735260380821289
2022,1,Ciutat Vella,1,el Raval,23413,15969,5242,1777,0,76,349,0.682056976893179,0.22389270917866141,0.0758980053816256,0,0.0032460598812625464,0.01490624866527143
2022,1,Ciutat Vella,2,el Barri Gòtic,10499,6872,3195,245,0,83,104,0.6545385274788075,0.30431469663777505,0.023335555767215924,0,0.007905514810934374,0.009905705305267168
2022,1,Ciutat Vella,3,la Barceloneta,9221,7238,1568,346,0,10,59,0.7849474026678235,0.17004663268625964,0.03752304522286086,0,0.001084481075805227,0.00639843834725084
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",14620,10418,3130,890,0,73,109,0.7125854993160055,0.21409028727770177,0.06087551299589603,0,0.004993160054719562,0.0074555403556771545
2022,2,Eixample,5,el Fort Pienc,15518,12369,2896,95,0,51,107,0.7970743652532543,0.1866219873695064,0.0061219229282123986,0,0.0032865059930403404,0.006895218455986596
2022,2,Eixample,6,la Sagrada Família,27219,23130,3859,44,0,25,161,0.8497740548881296,0.1417759653183438,0.0016165178735442155,0,9.184760645137588e-4,0.005914985855468607
2022,2,Eixample,7,la Dreta de l'Eixample,26941,19160,7408,91,0,103,179,0.7111836977098104,0.27497123343602686,0.003377751382650978,0,0.003823169147396162,0.00664414832411566
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,24296,19028,4894,19,0,124,231,0.7831741850510372,0.20143233454066514,7.820217319723412e-4,0,0.005103720777082647,0.009507737899242674
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,30230,25722,4082,143,0,50,233,0.8508766126364539,0.1350314257360238,0.004730400264637777,0,0.0016539861065167053,0.007707575256367847
2022,2,Eixample,10,Sant Antoni,20130,16842,2949,133,0,19,187,0.8366616989567809,0.1464977645305514,0.006607054148037755,0,9.438648782911078e-4,0.009289617486338797
2022,3,Sants-Montjuïc,11,el Poble-sec,19249,16359,2395,339,0,35,121,0.8498623305106758,0.12442204789859214,0.017611304483349785,0,0.0018182762740921606,0.006286040833290041
