Any,Nom_Districte,Nom_Barri,n_llicencies,total_habitatges,pct_hut
2024,SANTS-MONTJUÏC,la Bordeta,35,9503,0.36830474586972534
2024,SANTS-MONTJUÏC,la Font de la Guatlla,132,5120,2.578125
2024,SANTS-MONTJUÏC,la Marina de Port,6,13375,0.044859813084112146
2024,SANTS-MONTJUÏC,la Marina del Prat Vermell,3,1222,0.24549918166939444
2024,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,297,25704,1.1554621848739497
2024,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,72,12832,0.5610972568578554
2024,SARRIA-SANT GERVASI,Sarrià,33,12911,0.2555960034079467
2024,SARRIA-SANT GERVASI,"Vallvidrera, el Tibidabo i les Planes",3,3072,0.09765625
2024,SARRIA-SANT GERVASI,el Putxet i el Farró,202,16590,1.2176009644364074
2024,SARRIA-SANT GERVASI,les Tres Torres,36,7079,0.5085464048594435
2025,CIUTAT VELLA,"Sant Pere, Santa Caterina i la Ribera",237,14643,1.618520794919074
2025,CIUTAT VELLA,el Barri Gòtic,236,10475,2.2529832935560856
2025,CIUTAT VELLA,el Raval,248,23558,1.0527209440529757
2025,CIUTAT VELLA,la Barceloneta,118,9255,1.274986493787142
2025,GRACIA,Vallcarca i els Penitents,39,9187,0.42451289866115166
2025,GRACIA,el Camp d'en Grassot i Gràcia Nova,228,18769,1.2147690340455006
2025,GRACIA,el Coll,20,4025,0.4968944099378882
2025,GRACIA,la Salut,37,7050,0.524822695035461
2025,GRACIA,la Vila de Gràcia,803,31832,2.5226187484292537
2025,HORTA-GUINARDÓ,Can Baró,25,4921,0.5080268238162975
2025,HORTA-GUINARDÓ,Horta,6,13692,0.04382120946538125
2025,HORTA-GUINARDÓ,Sant Genís dels Agudells,3,3487,0.08603383997705764
2025,HORTA-GUINARDÓ,el Baix Guinardó,102,12625,0.807920792079208
2025,HORTA-GUINARDÓ,el Carmel,35,15579,0.22466140317093522
2025,HORTA-GUINARDÓ,el Guinardó,72,19282,0.3734052484182139
2025,HORTA-GUINARDÓ,la Font d'en Fargues,4,5367,0.07452953232718465
2025,HORTA-GUINARDÓ,la Teixonera,5,6061,0.08249463784853985
2025,HORTA-GUINARDÓ,la Vall d'Hebron,1,2657,0.03763643206624012
2025,L'EIXAMPLE,Sant Antoni,667,20198,3.3023071591246658
2025,L'EIXAMPLE,el Fort Pienc,380,15687,2.422387964556639
2025,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,725,24446,2.9657203632496114
2025,L'EIXAMPLE,la Dreta de l'Eixample,1802,27246,6.6138148719078025
2025,L'EIXAMPLE,la Nova Esquerra de l'Eixample,511,30410,1.6803682999013483
2025,L'EIXAMPLE,la Sagrada Família,822,27445,2.995081071233376
2025,LES CORTS,Pedralbes,11,6135,0.17929910350448247
2025,LES CORTS,la Maternitat i Sant Ramon,47,11841,0.39692593530951775
2025,LES CORTS,les Corts,208,23380,0.8896492728828057
2025,NOU BARRIS,Canyelles,2,2922,0.06844626967830253
2025,NOU BARRIS,Porta,12,11581,0.10361799499179691
2025,NOU BARRIS,Verdun,3,5964,0.05030181086519115
2025,NOU BARRIS,Vilapicina i la Torre Llobeta,17,12368,0.13745148771021992
2025,NOU BARRIS,el Turó de la Peira,1,7069,0.014146272457207527
2025,NOU BARRIS,la Guineueta,1,6801,0.014703720041170416
2025,NOU BARRIS,la Prosperitat,3,12248,0.02449379490529066
2025,NOU BARRIS,les Roquetes,2,7149,0.027975940691005733
2025,SANT ANDREU,Navas,25,10474,0.23868627076570553
2025,SANT ANDREU,Sant Andreu,32,29646,0.10794036294947043
2025,SANT ANDREU,el Bon Pastor,2,5461,0.03662332906061161
2025,SANT ANDREU,el Congrés i els Indians,6,7141,0.08402184567987676
2025,SANT ANDREU,la Sagrera,23,14037,0.1638526750730213
2025,SANT ANDREU,la Trinitat Vella,5,4371,0.11439029970258523
2025,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,129,6429,2.006532897806813
2025,SANT MARTI,Provençals del Poblenou,36,9467,0.38026830041195736
2025,SANT MARTI,Sant Martí de Provençals,14,11828,0.11836320595197836
2025,SANT MARTI,el Besòs i el Maresme,32,10145,0.31542631838344015
2025,SANT MARTI,el Camp de l'Arpa del Clot,295,20205,1.4600346448898789
2025,SANT MARTI,el Clot,52,12620,0.4120443740095087
2025,SANT MARTI,el Parc i la Llacuna del Poblenou,103,7910,1.302149178255373
2025,SANT MARTI,el Poblenou,457,17367,2.631427419819197
2025,SANT MARTI,la Verneda i la Pau,9,13767,0.06537371976465461
2025,SANT MARTI,la Vila Olímpica del Poblenou,106,4725,2.2433862433862433
2025,SANTS-MONTJUÏC,Hostafrancs,176,8268,2.1286889211417512
2025,SANTS-MONTJUÏC,Sants,247,21474,1.1502281829188787
2025,SANTS-MONTJUÏC,Sants - Badal,110,12006,0.9162085623854739
2025,SANTS-MONTJUÏC,el Poble-sec,571,19228,2.969627626378198
2025,SANTS-MONTJUÏC,la Bordeta,42,9586,0.4381389526392656
2025,SANTS-MONTJUÏC,la Font de la Guatlla,141,5124,2.75175644028103
2025,SANTS-MONTJUÏC,la Marina de Port,8,13395,0.0597237775289287
2025,SANTS-MONTJUÏC,la Marina del Prat Vermell,3,1654,0.18137847642079807
2025,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,310,25805,1.2013175741135438
2025,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,75,12946,0.5793295226324734
2025,SARRIA-SANT GERVASI,Sarrià,33,12915,0.25551684088269455
2025,SARRIA-SANT GERVASI,"Vallvidrera, el Tibidabo i les Planes",3,3082,0.0973393900064893
2025,SARRIA-SANT GERVASI,el Putxet i el Farró,202,16619,1.2154762621096336
2025,SARRIA-SANT GERVASI,les Tres Torres,36,7084,0.5081874647092038
